Title,price1,price2,Code,Product_href
Lenovo ThinkPad T15 Gen 1 - 15.6" - Core i5 10210U - 8 Go RAM - 256 Go SSD - Français,"1 190,00 ? HT","1 428,00 ? TTC",20S6000MFR,https://www.inmac-wstore.com/lenovo-thinkpad-t15-gen-1-15-6-core-i5-10210u-8-go-ram-256-go-ssd-francais/p7217187.htm
Lenovo ThinkPad E15 Gen 2 - 15.6" - Core i5 1135G7 - 8 Go RAM - 256 Go SSD - Français,"875,00 ? HT","1 050,00 ? TTC",20TD0017FR,https://www.inmac-wstore.com/lenovo-thinkpad-e15-gen-2-15-6-core-i5-1135g7-8-go-ram-256-go-ssd-francais/p7254870.htm
Lenovo ThinkPad E14 Gen 2 - 14" - Core i5 1135G7 - 8 Go RAM - 256 Go SSD - Français,"825,00 ? HT","990,00 ? TTC",20TA002CFR,https://www.inmac-wstore.com/lenovo-thinkpad-e14-gen-2-14-core-i5-1135g7-8-go-ram-256-go-ssd-francais/p7252473.htm
Lenovo V15-ADA - 15.6" - Ryzen 3 3250U - 8 Go RAM - 256 Go SSD - Français,"519,00 ? HT","622,80 ? TTC",82C70007FR,https://www.inmac-wstore.com/lenovo-v15-ada-15-6-ryzen-3-3250u-8-go-ram-256-go-ssd-francais/p7222291.htm
Lenovo ThinkBook 14 G2 ARE - 14" - Ryzen 5 4500U - 8 Go RAM - 512 Go SSD - Français,"676,65 ? HT","811,98 ? TTC",20VF0048FR,https://www.inmac-wstore.com/lenovo-thinkbook-14-g2-are-14-ryzen-5-4500u-8-go-ram-512-go-ssd-francais/p7252238.htm
Lenovo ThinkBook 15 G2 ITL - 15.6" - Core i3 1115G4 - 8 Go RAM - 256 Go SSD - Français,"699,00 ? HT","838,80 ? TTC",20VE0008FR,https://www.inmac-wstore.com/lenovo-thinkbook-15-g2-itl-15-6-core-i3-1115g4-8-go-ram-256-go-ssd-francais/p7252234.htm
Lenovo ThinkBook 15 G2 ITL - 15.6" - Core i5 1135G7 - 8 Go RAM - 256 Go SSD - Français,"799,00 ? HT","958,80 ? TTC",20VE0004FR,https://www.inmac-wstore.com/lenovo-thinkbook-15-g2-itl-15-6-core-i5-1135g7-8-go-ram-256-go-ssd-francais/p7250373.htm
Lenovo ThinkBook 15 G2 ITL - 15.6" - Core i5 1135G7 - 8 Go RAM - 256 Go SSD - Français,"699,00 ? HT","838,80 ? TTC",20VE005EFR,https://www.inmac-wstore.com/lenovo-thinkbook-15-g2-itl-15-6-core-i5-1135g7-8-go-ram-256-go-ssd-francais/p7252235.htm
Lenovo ThinkBook 15 G2 ITL - 15.6" - Core i3 1115G4 - 8 Go RAM - 256 Go SSD - Français,"699,00 ? HT","838,80 ? TTC",20VE0007FR,https://www.inmac-wstore.com/lenovo-thinkbook-15-g2-itl-15-6-core-i3-1115g4-8-go-ram-256-go-ssd-francais/p7252048.htm
Lenovo ThinkBook 14 G2 ITL - 14" - Core i3 1115G4 - 8 Go RAM - 256 Go SSD - Français,"659,00 ? HT","790,80 ? TTC",20VD0009FR,https://www.inmac-wstore.com/lenovo-thinkbook-14-g2-itl-14-core-i3-1115g4-8-go-ram-256-go-ssd-francais/p7252207.htm
Lenovo ThinkBook 15 G3 ACL - 15.6" - Ryzen 5 5500U - 8 Go RAM - 512 Go SSD - Français,"775,00 ? HT","930,00 ? TTC",21A4002AFR,https://www.inmac-wstore.com/lenovo-thinkbook-15-g3-acl-15-6-ryzen-5-5500u-8-go-ram-512-go-ssd-francais/p7262852.htm
Lenovo ThinkBook 15 G2 ITL - 15.6" - Core i5 1135G7 - 8 Go RAM - 256 Go SSD - Français,"799,00 ? HT","958,80 ? TTC",20VE009BFR,https://www.inmac-wstore.com/lenovo-thinkbook-15-g2-itl-15-6-core-i5-1135g7-8-go-ram-256-go-ssd-francais/p7262521.htm
Lenovo ThinkBook 14 G2 ITL - 14" - Core i5 1135G7 - 8 Go RAM - 256 Go SSD - Français,"790,00 ? HT","948,00 ? TTC",20VD000AFR,https://www.inmac-wstore.com/lenovo-thinkbook-14-g2-itl-14-core-i5-1135g7-8-go-ram-256-go-ssd-francais/p7252232.htm
Lenovo ThinkBook 14 G2 ITL - 14" - Core i7 1165G7 - 16 Go RAM - 512 Go SSD - Français,"999,00 ? HT","1 198,80 ? TTC",20VD003EFR,https://www.inmac-wstore.com/lenovo-thinkbook-14-g2-itl-14-core-i7-1165g7-16-go-ram-512-go-ssd-francais/p7251877.htm
Lenovo ThinkBook 15 G2 ITL - 15.6" - Core i7 1165G7 - 16 Go RAM - 512 Go SSD - Français,"949,00 ? HT","1 138,80 ? TTC",20VE0005FR,https://www.inmac-wstore.com/lenovo-thinkbook-15-g2-itl-15-6-core-i7-1165g7-16-go-ram-512-go-ssd-francais/p7252233.htm
Lenovo ThinkBook 14 G2 ARE - 14" - Ryzen 3 4300U - 8 Go RAM - 256 Go SSD - Français,"619,00 ? HT","742,80 ? TTC",20VF003AFR,https://www.inmac-wstore.com/lenovo-thinkbook-14-g2-are-14-ryzen-3-4300u-8-go-ram-256-go-ssd-francais/p7252237.htm
Lenovo ThinkBook 14s Yoga ITL - 14" - Core i7 1165G7 - 16 Go RAM - 512 Go SSD - Français,"1 205,23 ? HT","1 446,28 ? TTC",20WE0001FR,https://www.inmac-wstore.com/lenovo-thinkbook-14s-yoga-itl-14-core-i7-1165g7-16-go-ram-512-go-ssd-francais/p7250115.htm
Lenovo ThinkBook 15p IMH - 15.6" - Core i5 10300H - 16 Go RAM - 512 Go SSD - Français,"1 261,48 ? HT","1 513,78 ? TTC",20V30007FR,https://www.inmac-wstore.com/lenovo-thinkbook-15p-imh-15-6-core-i5-10300h-16-go-ram-512-go-ssd-francais/p7255114.htm
Lenovo ThinkBook 13s G2 ITL - 13.3" - Core i5 1135G7 - 16 Go RAM - 512 Go SSD - Français,"1 119,15 ? HT","1 342,98 ? TTC",20V9002UFR,https://www.inmac-wstore.com/lenovo-thinkbook-13s-g2-itl-13-3-core-i5-1135g7-16-go-ram-512-go-ssd-francais/p7252231.htm
Lenovo ThinkBook 13s G2 ITL - 13.3" - Core i5 1135G7 - 8 Go RAM - 256 Go SSD - Français,"849,00 ? HT","1 018,80 ? TTC",20V90003FR,https://www.inmac-wstore.com/lenovo-thinkbook-13s-g2-itl-13-3-core-i5-1135g7-8-go-ram-256-go-ssd-francais/p7251907.htm
Lenovo ThinkBook 15 G2 ITL - 15.6" - Core i7 1165G7 - 16 Go RAM - 512 Go SSD - Français,"1 010,10 ? HT","1 212,12 ? TTC",20VE00FNFR,https://www.inmac-wstore.com/lenovo-thinkbook-15-g2-itl-15-6-core-i7-1165g7-16-go-ram-512-go-ssd-francais/p7262528.htm
Lenovo ThinkBook 15 G2 ARE - 15.6" - Ryzen 3 4300U - 8 Go RAM - 256 Go SSD - Français,"688,70 ? HT","826,44 ? TTC",20VG0005FR,https://www.inmac-wstore.com/lenovo-thinkbook-15-g2-are-15-6-ryzen-3-4300u-8-go-ram-256-go-ssd-francais/p7252239.htm
Lenovo ThinkBook 14s Yoga ITL - 14" - Core i5 1135G7 - 8 Go RAM - 512 Go SSD - Français,"1 056,01 ? HT","1 267,21 ? TTC",20WE0008FR,https://www.inmac-wstore.com/lenovo-thinkbook-14s-yoga-itl-14-core-i5-1135g7-8-go-ram-512-go-ssd-francais/p7252244.htm
Lenovo ThinkBook 14s Yoga ITL - 14" - Core i5 1135G7 - 8 Go RAM - 512 Go SSD - Français,"964,18 ? HT","1 157,02 ? TTC",20WE001LFR,https://www.inmac-wstore.com/lenovo-thinkbook-14s-yoga-itl-14-core-i5-1135g7-8-go-ram-512-go-ssd-francais/p7252245.htm
Lenovo ThinkPad E15 - 15.6"FHD - i5 - 16Go - 512Go SSD - W10 Pro - 3 ans sur site,"949,00 ? HT","1 138,80 ? TTC",20TD0051FR,https://www.inmac-wstore.com/lenovo-thinkpad-15-pc-portable-20td0051fr/p30056050.htm
Lenovo ThinkBook 13s G2 ITL - 13.3" - Core i7 1165G7 - 8 Go RAM - 256 Go SSD - Français,"1 021,58 ? HT","1 225,90 ? TTC",20V90008FR,https://www.inmac-wstore.com/lenovo-thinkbook-13s-g2-itl-13-3-core-i7-1165g7-8-go-ram-256-go-ssd-francais/p7252230.htm
Lenovo ThinkBook 15 G2 ARE - 15.6" - Ryzen 7 4700U - 16 Go RAM - 512 Go SSD - Français,"899,00 ? HT","1 078,80 ? TTC",20VG0008FR,https://www.inmac-wstore.com/lenovo-thinkbook-15-g2-are-15-6-ryzen-7-4700u-16-go-ram-512-go-ssd-francais/p7252240.htm
Lenovo ThinkBook 15p IMH - 15.6" - Core i7 10750H - 16 Go RAM - 512 Go SSD - Français,"1 376,26 ? HT","1 651,51 ? TTC",20V30009FR,https://www.inmac-wstore.com/lenovo-thinkbook-15p-imh-15-6-core-i7-10750h-16-go-ram-512-go-ssd-francais/p7251837.htm
Lenovo ThinkBook 15p IMH - 15.6" - Core i7 10750H - 16 Go RAM - 1 To SSD - Français,"1 603,89 ? HT","1 924,67 ? TTC",20V3000AFR,https://www.inmac-wstore.com/lenovo-thinkbook-15p-imh-15-6-core-i7-10750h-16-go-ram-1-to-ssd-francais/p7247054.htm
Lenovo ThinkBook 15 G3 ACL - 15.6" - Ryzen 3 5300U - 8 Go RAM - 256 Go SSD - Français,"690,00 ? HT","828,00 ? TTC",21A40029FR,https://www.inmac-wstore.com/lenovo-thinkbook-15-g3-acl-15-6-ryzen-3-5300u-8-go-ram-256-go-ssd-francais/p7262853.htm
Lenovo V15 IML - 15.6" - Core i5 10210U - 8 Go RAM - 256 Go SSD - Français,"662,31 ? HT","794,77 ? TTC",82NB003LFR,https://www.inmac-wstore.com/lenovo-v15-iml-15-6-core-i5-10210u-8-go-ram-256-go-ssd-francais/p7266560.htm
Lenovo V14 G2 ALC - 14" - Ryzen 3 5300U - 8 Go RAM - 256 Go SSD - Français,"541,77 ? HT","650,12 ? TTC",82KC000PFR,https://www.inmac-wstore.com/lenovo-v14-g2-alc-14-ryzen-3-5300u-8-go-ram-256-go-ssd-francais/p7266562.htm
Lenovo V14 G2 ITL - 14" - Core i3 1115G4 - 8 Go RAM - 256 Go SSD - Français,"576,22 ? HT","691,46 ? TTC",82KA001DFR,https://www.inmac-wstore.com/lenovo-v14-g2-itl-14-core-i3-1115g4-8-go-ram-256-go-ssd-francais/p7266564.htm
Lenovo V15-IIL - 15.6" - Core i5 1035G1 - 8 Go RAM - 256 Go SSD - Français,"649,00 ? HT","778,80 ? TTC",82C500A3FR,https://www.inmac-wstore.com/lenovo-v15-iil-15-6-core-i5-1035g1-8-go-ram-256-go-ssd-francais/p7217248.htm
Lenovo V17 G2 ITL - 17.3" - Core i5 1135G7 - 8 Go RAM - 256 Go SSD - Français,"765,61 ? HT","918,73 ? TTC",82NX00E1FR,https://www.inmac-wstore.com/lenovo-v17-g2-itl-17-3-core-i5-1135g7-8-go-ram-256-go-ssd-francais/p7263408.htm
Lenovo V15 G2 ITL - 15.6" - Core i5 1135G7 - 8 Go RAM - 256 Go SSD - Français,"679,00 ? HT","814,80 ? TTC",82KB000MFR,https://www.inmac-wstore.com/lenovo-v15-g2-itl-15-6-core-i5-1135g7-8-go-ram-256-go-ssd-francais/p7260351.htm
Lenovo V15 G2 ITL - 15.6" - Core i3 1115G4 - 8 Go RAM - 256 Go SSD - Français,"576,22 ? HT","691,46 ? TTC",82KB0003FR,https://www.inmac-wstore.com/lenovo-v15-g2-itl-15-6-core-i3-1115g4-8-go-ram-256-go-ssd-francais/p7261955.htm
Lenovo V15 G2 ALC - 15.6" - Ryzen 5 5500U - 8 Go RAM - 256 Go SSD - Français,"627,86 ? HT","753,43 ? TTC",82KD000HFR,https://www.inmac-wstore.com/lenovo-v15-g2-alc-15-6-ryzen-5-5500u-8-go-ram-256-go-ssd-francais/p7261956.htm
Lenovo V17 G2 ITL - 17.3" - Core i3 1115G4 - 8 Go RAM - 256 Go SSD - Français,"593,43 ? HT","712,12 ? TTC",82NX00BUFR,https://www.inmac-wstore.com/lenovo-v17-g2-itl-17-3-core-i3-1115g4-8-go-ram-256-go-ssd-francais/p7266556.htm
Lenovo V17 G2 ITL - 17.3" - Core i3 1115G4 - 8 Go RAM - 256 Go SSD - Français,"673,78 ? HT","808,54 ? TTC",82NX00CMFR,https://www.inmac-wstore.com/lenovo-v17-g2-itl-17-3-core-i3-1115g4-8-go-ram-256-go-ssd-francais/p7266557.htm
Lenovo V17 G2 ITL - 17.3" - Core i7 1165G7 - 16 Go RAM - 512 Go SSD - Français,"1 075,66 ? HT","1 290,79 ? TTC",82NX0082FR,https://www.inmac-wstore.com/lenovo-v17-g2-itl-17-3-core-i7-1165g7-16-go-ram-512-go-ssd-francais/p7266558.htm
Lenovo V14-IIL - 14" - Core i3 1005G1 - 4 Go RAM - 256 Go SSD - Français,"516,52 ? HT","619,82 ? TTC",82C400SFFR,https://www.inmac-wstore.com/lenovo-v14-iil-14-core-i3-1005g1-4-go-ram-256-go-ssd-francais/p7229739.htm
Lenovo V15 G2 ALC - 15.6" - Ryzen 5 5500U - 8 Go RAM - 256 Go SSD - Français,"565,01 ? HT","678,01 ? TTC",82KD0002FR,https://www.inmac-wstore.com/lenovo-v15-g2-alc-15-6-ryzen-5-5500u-8-go-ram-256-go-ssd-francais/p7266500.htm
Lenovo V17 G2 ITL - 17.3" - Core i5 1135G7 - 8 Go RAM - 256 Go SSD - Français,"840,45 ? HT","1 008,54 ? TTC",82NX00CHFR,https://www.inmac-wstore.com/lenovo-v17-g2-itl-17-3-core-i5-1135g7-8-go-ram-256-go-ssd-francais/p7263406.htm
Lenovo V15 G2 ALC - 15.6" - Ryzen 7 5700U - 8 Go RAM - 256 Go SSD - Français,"640,55 ? HT","768,66 ? TTC",82KD0008FR,https://www.inmac-wstore.com/lenovo-v15-g2-alc-15-6-ryzen-7-5700u-8-go-ram-256-go-ssd-francais/p7266559.htm
Lenovo ThinkPad E15 Gen 2 - 15.6" - Ryzen 3 4300U - 8 Go RAM - 256 Go SSD - Français,"700,18 ? HT","840,22 ? TTC",20T80033FR,https://www.inmac-wstore.com/lenovo-thinkpad-e15-gen-2-15-6-ryzen-3-4300u-8-go-ram-256-go-ssd-francais/p7250087.htm
Lenovo Yoga Book C930 - 10.8" - Core i5 7Y54 - 4 Go RAM - 256 Go SSD,"1 073,56 ? HT","1 288,27 ? TTC",ZA3S0009FR,https://www.inmac-wstore.com/lenovo-yoga-book-c930-10-8-core-i5-7y54-4-go-ram-256-go-ssd/p7182245.htm
Lenovo ThinkPad X1 Yoga (4th Gen) - 14" - Core i5 8265U - 8 Go RAM - 256 Go SSD - Belge,"1 767,68 ? HT","2 121,22 ? TTC",20QF00A9MB,https://www.inmac-wstore.com/lenovo-thinkpad-x1-yoga-4th-gen-14-core-i5-8265u-8-go-ram-256-go-ssd-belge/p7208783.htm
Lenovo ThinkPad L13 Yoga Gen 2 - 13.3" - Core i5 1135G7 - 8 Go RAM - 256 Go SSD - Français,"1 101,92 ? HT","1 322,30 ? TTC",20VK000VFR,https://www.inmac-wstore.com/lenovo-thinkpad-l13-yoga-gen-2-13-3-core-i5-1135g7-8-go-ram-256-go-ssd-francais/p7251964.htm
Lenovo 300e (2nd Gen) - 11.6" - 3000 Series 3015e - 4 Go RAM - 64 Go eMMC - Français,"401,88 ? HT","482,26 ? TTC",82GK0001FR,https://www.inmac-wstore.com/lenovo-300e-2nd-gen-11-6-3000-series-3015e-4-go-ram-64-go-emmc-francais/p7252252.htm
Lenovo V17 IIL - 17.3" - Core i5 1035G1 - 8 Go RAM - 256 Go SSD - Français,"732,30 ? HT","878,76 ? TTC",82GX007YFR,https://www.inmac-wstore.com/lenovo-v17-iil-17-3-core-i5-1035g1-8-go-ram-256-go-ssd-francais/p7252255.htm
Lenovo 14e Chromebook - 14" - A4 9120C - 8 Go RAM - 64 Go eMMC - Français,"367,31 ? HT","440,77 ? TTC",81MH0004FR,https://www.inmac-wstore.com/lenovo-14e-chromebook-14-a4-9120c-8-go-ram-64-go-emmc-francais/p7194335.htm
Lenovo 500e Chromebook (2nd Gen) - 11.6" - Celeron N4120 - 8 Go RAM - 64 Go eMMC - Français,"441,92 ? HT","530,30 ? TTC",81MC001FFR,https://www.inmac-wstore.com/lenovo-500e-chromebook-2nd-gen-11-6-celeron-n4120-8-go-ram-64-go-emmc-francais/p7252293.htm
Lenovo 14e Chromebook - 14" - A4 9120C - 4 Go RAM - 32 Go eMMC - Français,"369,60 ? HT","443,52 ? TTC",81MH0000FR,https://www.inmac-wstore.com/lenovo-14e-chromebook-14-a4-9120c-4-go-ram-32-go-emmc-francais/p7194337.htm
Lenovo 300e Chromebook (2nd Gen) AST - 11.6" - A4 9120C - 4 Go RAM - 32 Go eMMC - Français,"367,31 ? HT","440,77 ? TTC",82CE0001FR,https://www.inmac-wstore.com/lenovo-300e-chromebook-2nd-gen-ast-11-6-a4-9120c-4-go-ram-32-go-emmc-francais/p7222263.htm
Lenovo 10e Chromebook Tablet - 10.1" MT8183 - 4 Go RAM - 32 Go eMMC,"355,83 ? HT","427,00 ? TTC",82AM0000FR,https://www.inmac-wstore.com/lenovo-10e-chromebook-tablet-10-1-mt8183-4-go-ram-32-go-emmc/p7252300.htm
Lenovo V17 IIL - 17.3" - Core i3 1005G1 - 8 Go RAM - 256 Go SSD - Français,"545,23 ? HT","654,28 ? TTC",82GX008LFR,https://www.inmac-wstore.com/lenovo-v17-iil-17-3-core-i3-1005g1-8-go-ram-256-go-ssd-francais/p7252256.htm
Lenovo ThinkPad E15 Gen 2 - 15.6" - Ryzen 5 4500U - 16 Go RAM - 512 Go SSD - Français,"890,00 ? HT","1 068,00 ? TTC",20T8000VFR,https://www.inmac-wstore.com/lenovo-thinkpad-e15-gen-2-15-6-ryzen-5-4500u-16-go-ram-512-go-ssd-francais/p7218011.htm
Lenovo IdeaPad 3 15ADA05 - 15.6" - Ryzen 5 3500U - 8 Go RAM - 256 Go SSD - Français,"493,10 ? HT","591,72 ? TTC",81W1002EFR,https://www.inmac-wstore.com/lenovo-ideapad-3-15ada05-15-6-ryzen-5-3500u-8-go-ram-256-go-ssd-francais/p7229365.htm
Lenovo ThinkCentre M90s - SFF - Core i7 10700 2.9 GHz - vPro - 16 Go - SSD 512 Go - Français,"1 012,00 ? HT","1 214,40 ? TTC",11D6000QFR,https://www.inmac-wstore.com/lenovo-thinkcentre-m90s-sff-core-i7-10700-2-9-ghz-vpro-16-go-ssd-512-go-francais/p7261227.htm
Lenovo ThinkPad C13 Yoga Gen 1 Chromebook - 13.3" - Ryzen 3 3250C - 4 Go RAM - 128 Go SSD - Français,"711,66 ? HT","853,99 ? TTC",20UX000FFR,https://www.inmac-wstore.com/lenovo-thinkpad-c13-yoga-gen-1-chromebook-13-3-ryzen-3-3250c-4-go-ram-128-go-ssd-francais/p7252225.htm
Lenovo ThinkPad C13 Yoga Gen 1 Chromebook - 13.3" - Ryzen 5 3500C - 8 Go RAM - 128 Go SSD - Français,"803,49 ? HT","964,19 ? TTC",20UX000GFR,https://www.inmac-wstore.com/lenovo-thinkpad-c13-yoga-gen-1-chromebook-13-3-ryzen-5-3500c-8-go-ram-128-go-ssd-francais/p7252226.htm
Lenovo ThinkPad L15 Gen 1 - 15.6" - Ryzen 5 4500U - 8 Go RAM - 512 Go SSD - Français,"975,66 ? HT","1 170,79 ? TTC",20U70001FR,https://www.inmac-wstore.com/lenovo-thinkpad-l15-gen-1-15-6-ryzen-5-4500u-8-go-ram-512-go-ssd-francais/p7252220.htm
Lenovo ThinkPad E14 Gen 2 - 14" - Core i7 1165G7 - 16 Go RAM - 512 Go SSD - Français,"1 122,99 ? HT","1 347,59 ? TTC",20TA002KFR,https://www.inmac-wstore.com/lenovo-thinkpad-e14-gen-2-14-core-i7-1165g7-16-go-ram-512-go-ssd-francais/p7254209.htm
Lenovo ThinkPad X1 Yoga Gen 6 - 14" - Core i5 1135G7 - Evo - 8 Go RAM - 256 Go SSD - Français,"1 881,31 ? HT","2 257,57 ? TTC",20XY006QFR,https://www.inmac-wstore.com/lenovo-thinkpad-x1-yoga-gen-6-14-core-i5-1135g7-evo-8-go-ram-256-go-ssd-francais/p7266539.htm
Lenovo ThinkPad T14 Gen 2 - 14" - Core i5 1145G7 - vPro - 8 Go RAM - 256 Go SSD - Français,"1 440,53 ? HT","1 728,64 ? TTC",20W000B6FR,https://www.inmac-wstore.com/lenovo-thinkpad-t14-gen-2-14-core-i5-1145g7-vpro-8-go-ram-256-go-ssd-francais/p7264808.htm
Lenovo ThinkPad X12 Detachable - 12.3" - Core i5 1130G7 - 8 Go RAM - 256 Go SSD - Français,"1 663,22 ? HT","1 995,86 ? TTC",20UW0004FR,https://www.inmac-wstore.com/lenovo-thinkpad-x12-detachable-12-3-core-i5-1130g7-8-go-ram-256-go-ssd-francais/p7257609.htm
Lenovo ThinkPad C13 Yoga Gen 1 Chromebook - 13.3" - Athlon Gold 3150C - 4 Go RAM - 64 Go eMMC - Français,"654,27 ? HT","785,12 ? TTC",20UX000EFR,https://www.inmac-wstore.com/lenovo-thinkpad-c13-yoga-gen-1-chromebook-13-3-athlon-gold-3150c-4-go-ram-64-go-emmc-francais/p7252224.htm
Lenovo ThinkPad P14s Gen 2 - 14" - Core i7 1165G7 - 32 Go RAM - 1 To SSD - Français,"1 714,53 ? HT","2 057,44 ? TTC",20VX0010FR,https://www.inmac-wstore.com/lenovo-thinkpad-p14s-gen-2-14-core-i7-1165g7-32-go-ram-1-to-ssd-francais/p7263253.htm
Lenovo ThinkPad L14 Gen 1 - 14" - Core i7 10510U - 16 Go RAM - 512 Go SSD - Français,"1 829,66 ? HT","2 195,59 ? TTC",20U1001FFR,https://www.inmac-wstore.com/lenovo-thinkpad-l14-gen-1-14-core-i7-10510u-16-go-ram-512-go-ssd-francais/p7268038.htm
Lenovo ThinkBook 14 G3 ACL - 14" - Ryzen 3 5300U - 8 Go RAM - 256 Go SSD - Français,"700,18 ? HT","840,22 ? TTC",21A2002FFR,https://www.inmac-wstore.com/lenovo-thinkbook-14-g3-acl-14-ryzen-3-5300u-8-go-ram-256-go-ssd-francais/p7263259.htm
Lenovo ThinkBook 13s G3 ACN - 13.3" - Ryzen 5 5600U - 8 Go RAM - 512 Go SSD - Français,"921,53 ? HT","1 105,84 ? TTC",20YA0002FR,https://www.inmac-wstore.com/lenovo-thinkbook-13s-g3-acn-13-3-ryzen-5-5600u-8-go-ram-512-go-ssd-francais/p7263255.htm
Lenovo ThinkPad 11e Yoga Gen 6 - 11.6" - Core i5 8200Y - 8 Go RAM - 256 Go SSD - Français,"906,80 ? HT","1 088,16 ? TTC",20SF0002FR,https://www.inmac-wstore.com/lenovo-thinkpad-11e-yoga-gen-6-11-6-core-i5-8200y-8-go-ram-256-go-ssd-francais/p7252258.htm
Lenovo ThinkPad X13 Yoga Gen 2 - 13.3" - Core i5 1135G7 - 8 Go RAM - 512 Go SSD - Français,"1 503,67 ? HT","1 804,40 ? TTC",20W8003HFR,https://www.inmac-wstore.com/lenovo-thinkpad-x13-yoga-gen-2-13-3-core-i5-1135g7-8-go-ram-512-go-ssd-francais/p7266528.htm
Lenovo ThinkPad X1 Nano Gen 1 - 13" - Core i5 1130G7 - 16 Go RAM - 512 Go SSD - Français,"1 970,84 ? HT","2 365,01 ? TTC",20UN002JFR,https://www.inmac-wstore.com/lenovo-thinkpad-x1-nano-gen-1-13-core-i5-1130g7-16-go-ram-512-go-ssd-francais/p7257582.htm
Lenovo ThinkPad X13 Gen 1 - 13.3" - Core i5 10210U - 8 Go RAM - 512 Go SSD - Français,"1 492,19 ? HT","1 790,63 ? TTC",20T20052FR,https://www.inmac-wstore.com/lenovo-thinkpad-x13-gen-1-13-3-core-i5-10210u-8-go-ram-512-go-ssd-francais/p7252217.htm
Lenovo ThinkPad X1 Yoga Gen 6 - 14" - Core i5 1135G7 - Evo - 16 Go RAM - 512 Go SSD - Français,"1 996,43 ? HT","2 395,72 ? TTC",20XY003HFR,https://www.inmac-wstore.com/lenovo-thinkpad-x1-yoga-gen-6-14-core-i5-1135g7-evo-16-go-ram-512-go-ssd-francais/p7266533.htm
Lenovo ThinkPad X1 Carbon Gen 9 - 14" - Core i5 1135G7 - Evo - 8 Go RAM - 256 Go SSD - Français,"1 709,14 ? HT","2 050,97 ? TTC",20XW0086FR,https://www.inmac-wstore.com/lenovo-thinkpad-x1-carbon-gen-9-14-core-i5-1135g7-evo-8-go-ram-256-go-ssd-francais/p7265420.htm
Lenovo ThinkPad X13 Yoga Gen 2 - 13.3" - Core i5 1135G7 - 16 Go RAM - 512 Go SSD - Français,"1 578,28 ? HT","1 893,94 ? TTC",20W8003GFR,https://www.inmac-wstore.com/lenovo-thinkpad-x13-yoga-gen-2-13-3-core-i5-1135g7-16-go-ram-512-go-ssd-francais/p7264436.htm
Lenovo ThinkPad T14s Gen 1 - 14" - Ryzen 5 Pro 4650U - 16 Go RAM - 512 Go SSD - Français,"1 499,22 ? HT","1 799,06 ? TTC",20UH003HFR,https://www.inmac-wstore.com/lenovo-thinkpad-t14s-gen-1-14-ryzen-5-pro-4650u-16-go-ram-512-go-ssd-francais/p7266530.htm
