Title,Price excl. btw,price incl. btw,Code,product_href
"Lenovo ThinkBook 15 G2 15,6"" Ryzen 5 8GB RAM 256GB SSD Laptop - Grijs","599,-
       ","724,79",20VG006RMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-15-g2-15-6-ryzen-5-8gb-ram-256gb-ssd-art-20vg006rmh-num-13502351/
Lenovo 300e Laptop - Zwart,"247,-
       ","298,87",81MB001FMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/300e-art-81mb001fmh-num-12009753/
Lenovo ThinkPad X1 Carbon Laptop - Zwart,"1.668,-
       ","2.018,28",20XW005NMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-carbon-art-20xw005nmh-num-13614495/
Lenovo ThinkBook 14s Yoga Laptop - Grijs,"831,-
       ","1.005,51",20WE001PMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-14s-yoga-art-20we001pmh-num-13554351/
Lenovo ThinkPad X13 Yoga Laptop - Zwart,"1.546,-
       ","1.870,66",20W80018MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/x13-yoga-g2-t-ci7-16-512gb-13-3in-w10p-art-20w80018mh-num-13614494/
Lenovo ThinkPad T15 Laptop - Zwart,"1.194,-
       ","1.444,74",20W40036MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t15-art-20w40036mh-num-13614485/
Lenovo 15 Laptop - Grijs,"744,-
       ","900,24",20VE0048MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-15-art-20ve0048mh-num-13554343/
Lenovo ThinkPad E15 Laptop - Zwart,"853,-
       ","1.032,13",20TD0027MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-e15-art-20td0027mh-num-13554359/
Lenovo ThinkBook 13s Laptop - Grijs,"1.013,-
       ","1.225,73",20V9002KMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-13s-art-20v9002kmh-num-13554331/
Lenovo ThinkPad T14 Laptop - Zwart,"1.274,-
       ","1.541,54",20W00047MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t14-art-20w00047mh-num-13614484/
Lenovo T14s Laptop - Zwart,"1.346,-
       ","1.628,66",20WM00A4MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t14s-art-20wm00a4mh-num-13623638/
Lenovo V V17 Laptop - Grijs,"734,-
       ","888,14",82GX007XMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v-v17-art-82gx007xmh-num-13153533/
Lenovo ThinkPad X1 Yoga Laptop - Grijs,"1.985,-
       ","2.401,85",20XY004FMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/x1-yoga-g6-t-ci7-16-512gb-14in-w10p-art-20xy004fmh-num-13614498/
Lenovo T15 Laptop - Zwart,"1.116,-
       ","1.350,36",20W40032MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t15-art-20w40032mh-num-13614483/
Lenovo ThinkPad X1 Yoga Titanium Laptop,"2.292,-
       ","2.773,32",20QA001RMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-yoga-titanium-art-20qa001rmh-num-13575313/
Lenovo V V15 Laptop - Zwart,"591,-
       ","715,11",82KB002VMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v-v15-art-82kb002vmh-num-13603650/
"Lenovo ThinkBook 15 G2 15,6"" Ryzen 5 8GB RAM 512GB SSD Laptop - Grijs","643,-
       ","778,03",20VG006QMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-15-g2-15-6-ryzen-5-8gb-ram-512gb-ssd-art-20vg006qmh-num-13502353/
Lenovo ThinkPad P15s Laptop - Zwart,"1.543,-
       ","1.867,03",20W60051MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-p15s-art-20w60051mh-num-13623635/
Lenovo P17 Laptop - Zwart,"2.704,-
       ","3.271,84",20SN0024MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-p17-art-20sn0024mh-num-13489371/
"Lenovo ThinkPad E15 15,6"" i5 8GB RAM 256GB SSD Laptop - Zwart","750,-
       ","907,50",20RD004JMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-e15-15-6-i5-8gb-ram-256gb-ssd-art-20rd004jmh-num-11784855/
Lenovo ThinkBook 14 Laptop - Grijs,"779,-
       ","942,59",20VD003YMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-14-art-20vd003ymh-num-13554335/
Lenovo T15 Laptop - Zwart,"1.359,-
       ","1.644,39",20W4008DMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t15-art-20w4008dmh-num-13623639/
Lenovo ThinkBook 14s Yoga Laptop - Grijs,"980,-
       ","1.185,80",20WE001QMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-14s-yoga-art-20we001qmh-num-13554353/
Lenovo ThinkPad E14 G2 14" i5 8GB RAM 256GB SSD Laptop - Zwart,"827,-
       ","1.000,67",20TA0023MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-e14-g2-14-i5-8gb-ram-256gb-ssd-art-20ta0023mh-num-13447375/
Lenovo ThinkPad X1 Carbon 14" i7 16GB RAM 512GB SSD Laptop - Zwart,"1.594,-
       ","1.928,74",20U90082MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-carbon-14-i7-16gb-ram-512gb-ssd-art-20u90082mh-num-13489381/
Lenovo V V17 Laptop - Grijs,"640,-
       ","774,40",82GX0087MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v-v17-art-82gx0087mh-num-13153493/
Lenovo ThinkPad E14 Laptop - Zwart,"637,-
       ","770,77",20T6000VMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-e14-art-20t6000vmh-num-12582047/
Lenovo ThinkPad C13 Yoga Chromebook Laptop - Blauw,"664,-
       ","803,44",20UX001GMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-c13-yoga-chromebook-art-20ux001gmh-num-13623625/
Lenovo ThinkPad X1 Carbon Laptop - Zwart,"1.512,-
       ","1.829,52",20XW0029MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/x1-carbon-g9-t-ci5-16-256gb-14in-w10p-art-20xw0029mh-num-13614493/
Lenovo ThinkBook 14 Laptop - Grijs,"934,-
       ","1.130,14",20VD0080MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-14-art-20vd0080mh-num-13554337/
Lenovo ThinkPad X1 Extreme Laptop - Zwart,"2.427,-
       ","2.936,67",20TK000AMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/ts-tp-x1-i7-16gb-512ssd-w10p-art-20tk000amh-num-13153511/
Lenovo ThinkPad T15 Laptop - Zwart,"1.039,-
       ","1.257,19",20S6002XMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t15-art-20s6002xmh-num-12581999/
Lenovo ThinkPad X1 Carbon G8 14" i5 8GB RAM 256GB SSD Laptop - Zwart,"1.047,-
       ","1.266,87",20U90069MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-carbon-g8-14-i5-8gb-ram-256gb-ssd-art-20u90069mh-num-13489379/
Lenovo ThinkPad X1 Nano Laptop - Zwart,"1.695,-
       ","2.050,95",20UN002SMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/ts-x1-nano-g1-i7-16gb-512ssd-w10p-art-20un002smh-num-13575311/
Lenovo V V15 Laptop - Grijs,"514,-
       ","621,94",82C500G5MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-ln-lenovo-v15-iil-i3-4g-4g-256g-10h-art-82c500g5mh-num-12770977/
Lenovo ThinkBook 15 Laptop - Grijs,"605,-
       ","732,05",20VE0047MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-15-art-20ve0047mh-num-13554341/
Lenovo T15 Laptop - Zwart,"1.238,-
       ","1.497,98",20W4008JMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t15-art-20w4008jmh-num-13623642/
Lenovo ThinkPad P14s Laptop - Zwart,"1.522,-
       ","1.841,62",20S4000KMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-p14s-art-20s4000kmh-num-13153491/
Lenovo ThinkBook 15p Laptop - Grijs,"1.040,-
       ","1.258,40",20V3000PMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-15p-art-20v3000pmh-num-13153521/
Lenovo ThinkPad P15v Laptop - Zwart,"1.743,-
       ","2.109,03",20TQ003KMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-p15v-art-20tq003kmh-num-13153515/
Lenovo ThinkPad P15v Laptop - Zwart,"1.699,-
       ","2.055,79",20TQ004AMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/p15v-g1-t-ci7-32-1tb-ssd-w10p-art-20tq004amh-num-13645603/
Lenovo V V15 Laptop - Zwart,"535,-
       ","647,35",82KB002YMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v-v15-art-82kb002ymh-num-13603649/
Lenovo V V17 Laptop - Grijs,"905,-
       ","1.095,05",82NX00EAMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v17-g2-itl-i7-1165g7-8gb-512gb-17-3-w10p-art-82nx00eamh-num-13623644/
Lenovo ThinkPad X1 Yoga G5 14" i5 16GB RAM 256GB SSD Laptop - Grijs,"1.197,-
       ","1.448,37",20UB004HMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-yoga-g5-14-i5-16gb-ram-256gb-ssd-art-20ub004hmh-num-13489383/
Lenovo ThinkPad T480 14" i5 8GB RAM 256GB SSD Laptop - Zwart,"1.386,-
       ","1.677,06",20L60034MD,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t480-art-20l60034md-num-11479121/
Lenovo ThinkPad P14s Laptop - Zwart,"1.570,-
       ","1.899,70",20VX005LMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/p14s-g2-t-i7-1165g7-16gb-512gb-14-w10p-art-20vx005lmh-num-13623634/
Lenovo E15 Laptop - Zwart,"718,-
       ","868,78",20YG006NMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-e15-art-20yg006nmh-num-13641254/
Lenovo ThinkPad L15 Laptop - Zwart,"902,-
       ","1.091,42",20U30029MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-l15-art-20u30029mh-num-12750365/
Lenovo ThinkPad P15 Laptop - Zwart,"2.325,-
       ","2.813,25",20ST003HMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-p15-art-20st003hmh-num-13153487/
Lenovo ThinkPad L14 Laptop - Zwart,"850,-
       ","1.028,50",20U1002EMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-l14-art-20u1002emh-num-12750359/
Lenovo ThinkPad X12 Laptop - Zwart,"1.527,-
       ","1.847,67",20UW000GMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x12-art-20uw000gmh-num-13575317/
Lenovo ThinkPad P1 Laptop - Zwart,"2.262,-
       ","2.737,02",20TH000CMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-p1-art-20th000cmh-num-13153503/
Lenovo ThinkBook 13s Laptop - Grijs,"842,-
       ","1.018,82",20V9002JMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-13s-art-20v9002jmh-num-13554329/
Lenovo 300e Chrome\N4020\4GB\32GB Laptop - Zwart,"260,-
       ","314,60",81MB001GMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/300e-chromen40204gb32gb-art-81mb001gmh-num-12009751/
"Lenovo ThinkPad L13 Yoga 13,3"" Touch i5 8GB RAM 256GB SSD Laptop - Zwart","976,-
       ","1.180,96",20R50004MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-l13-yoga-13-3-touch-i5-8gb-ram-256gb-ssd-art-20r50004mh-num-11705241/
Lenovo ThinkPad L14 Laptop - Zwart,"992,-
       ","1.200,32",20U50005MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-l14-art-20u50005mh-num-13613853/
Lenovo V V14 Laptop - Zwart,"604,-
       ","730,84",82KA0037MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v-v14-art-82ka0037mh-num-13602541/
Lenovo ThinkPad T15 Laptop - Zwart,"1.259,-
       ","1.523,39",20W4003FMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t15-art-20w4003fmh-num-13645605/
Lenovo ThinkPad P15v Laptop - Zwart,"1.722,-
       ","2.083,62",20TQ003RMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-p15v-g1-t-ci7-32-1tb-ssd-w10p-art-20tq003rmh-num-13645590/
Lenovo E15 Laptop - Zwart,"788,-
       ","953,48",20YG006QMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/e15-g3-r5-5500-16gb-512gb-15-6in-w10p-art-20yg006qmh-num-13641256/
Lenovo ThinkPad T15g Laptop - Zwart,"2.398,-
       ","2.901,58",20UR000SMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t15g-art-20ur000smh-num-13489391/
Lenovo T14s Laptop - Zwart,"1.467,-
       ","1.775,07",20WM009YMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/t14s-g2-t-i7-1165g7-16gb-512gb-14-w10p-art-20wm009ymh-num-13623640/
Lenovo ThinkPad X1 Yoga Laptop - Grijs,"1.639,-
       ","1.983,19",20XY003DMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-yoga-art-20xy003dmh-num-13614496/
Lenovo ThinkPad T14 Laptop - Zwart,"1.378,-
       ","1.667,38",20W000AMMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/t14-g2-t-i7-1165g7-16gb-512gb-14-w10p-art-20w000ammh-num-13623649/
Lenovo ThinkBook 14 Laptop - Grijs,"799,-
       ","966,79",20VD008UMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tb-14-g2-itl-ci7-8-512gb-ssd-w10h-art-20vd008umh-num-13645602/
Lenovo ThinkPad X1 Yoga Titanium Laptop,"1.666,-
       ","2.015,86",20QA001JMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-yoga-titanium-art-20qa001jmh-num-13575315/
Lenovo T14 Laptop - Zwart,"1.268,-
       ","1.534,28",20XK002SMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-t-t14-amd-g2-5850u-16gb-512gb-14-w10p-art-20xk002smh-num-13626958/
Lenovo ThinkPad X13 Laptop - Zwart,"1.249,-
       ","1.511,29",20WK00ABMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/x13-g2-t-i5-1135g7-16gb-256gb-13-3-w10p-art-20wk00abmh-num-13623645/
Lenovo Chromebook 14e 14" AMD A4 4GB RAM 32GB eMMC Laptop - Grijs,"227,-
       ","274,67",81MH0000MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/chromebook-14e-14-amd-a4-4gb-ram-32gb-emmc-art-81mh0000mh-num-11072123/
Lenovo 14 Laptop - Grijs,"789,-
       ","954,69",21A2002LMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-14-g3-acl-5700u-8gb-512gb-14-w10p-art-21a2002lmh-num-13618387/
Lenovo ThinkBook 15 Laptop - Grijs,"635,-
       ","768,35",20VE006MMB,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-15-g215-6i5-1135g716gb256gbwin10-pro-3y-os-art-20ve006mmb-num-13632993/
"Lenovo ThinkPad X1 Fold G1 13,3"" i5 8GB RAM 256GB SSD Laptop - Zwart","2.315,-
       ","2.801,15",20RL000XMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-fold-g1-13-3-i5-8gb-ram-256gb-ssd-art-20rl000xmh-num-13503277/
Lenovo ThinkPad X1 Carbon G8 14" i5 16GB RAM 256GB SSD Laptop - Zwart,"1.427,-
       ","1.726,67",20U90084MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-carbon-g8-14-i5-16gb-ram-256gb-ssd-art-20u90084mh-num-13500713/
Lenovo ThinkPad X1 Yoga Laptop - Grijs,"1.771,-
       ","2.142,91",20UB002LMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-yoga-art-20ub002lmh-num-12582009/
Lenovo ThinkPad X1 Yoga Laptop - Grijs,"1.863,-
       ","2.254,23",20XY003JMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/x1-yoga-g6-t-ci5-16-512gb-14in-w10p-art-20xy003jmh-num-13614497/
Lenovo ThinkPad L14 Laptop - Zwart,"852,-
       ","1.030,92",20X5003DMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/l14-amd-g2-5600u-8gb-256gb-14-w10p-art-20x5003dmh-num-13623630/
Lenovo ThinkPad L14 Laptop - Zwart,"987,-
       ","1.194,27",20X1004DMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/l14-g2-t-i5-1135g7-8gb-256gb-14-w10p-art-20x1004dmh-num-13623631/
Lenovo ThinkPad X13 Laptop - Zwart,"1.407,-
       ","1.702,47",20WK00AGMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/x13-g2-t-i7-1165g7-16gb-512gb-13-3-w10p-art-20wk00agmh-num-13623646/
Lenovo ThinkPad X1 Carbon Laptop - Zwart - Demo model,"1.519,-
       ","1.837,99",20KH006JPG-D2,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-carbon-art-20kh006jpg-d2-num-12017339/
Lenovo ThinkPad P17 G2 CI7-11850H 32 / 1TB 17.3 W10P - QWERTY Laptop - Zwart,"2.659,-
       ","3.217,39",20YU000BMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-p17-g2-ci7-11850h-32-1tb-17-3-w10p-art-20yu000bmh-num-13655131/
Lenovo ThinkBook 15 Laptop - Grijs,"763,-
       ","923,23",21A4002DMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-15-g3-acl-5700u-8gb-512gb-15-6-w10p-art-21a4002dmh-num-13618389/
Lenovo V V15 Laptop - Zwart,"477,-
       ","577,17",82KD002DMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v15-g2-alc-5500u-8-256gb-nl-15-6in-w10h-art-82kd002dmh-num-13647985/
Lenovo ThinkPad X13 Yoga Laptop - Zwart,"1.409,-
       ","1.704,89",20W80017MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/x13-yoga-g2-t-ci5-14-256gb-13-3in-w10p-art-20w80017mh-num-13614491/
Lenovo ThinkPad X1 Yoga G5 14" i5 16GB RAM 256GB SSD Laptop - Grijs,"1.576,-
       ","1.906,96",20UB005AMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-yoga-g5-14-i5-16gb-ram-256gb-ssd-art-20ub005amh-num-13489387/
Lenovo ThinkPad C13 Yoga Chromebook Laptop - Blauw,"711,-
       ","860,31",20UX001NMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-c13-yoga-chromebook-art-20ux001nmh-num-13623626/
Lenovo ThinkPad L15 Laptop - Zwart,"927,-
       ","1.121,67",20X3004VMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/l15-g2-t-i5-1135g7-8gb-256gb-15-6-w10p-art-20x3004vmh-num-13623632/
Lenovo ThinkPad T15 Laptop - Zwart,"1.256,-
       ","1.519,76",20S60048MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t15-art-20s60048mh-num-13489367/
Lenovo V V15 Laptop - Zwart,"453,-
       ","548,13",82KD0029MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v15-g2-alc-5300u-8-256gb-nl-15-6in-w10h-art-82kd0029mh-num-13647982/
Lenovo T15 Laptop - Zwart,"1.142,-
       ","1.381,82",20W4008EMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/t15-g2-t-i5-1135g7-8gb-256gb-15-6-w10p-art-20w4008emh-num-13623641/
"Lenovo ThinkPad P15 G1 15,6"" i7 16GB RAM 512GB SSD Laptop - Zwart","2.104,-
       ","2.545,84",20ST001LMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-p15-g1-15-6-i7-16gb-ram-512gb-ssd-art-20st001lmh-num-13489373/
Lenovo ThinkPad E15 Laptop - Zwart,"729,-
       ","882,09",20TD0029MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-e15-art-20td0029mh-num-13554325/
Lenovo E14 Laptop - Zwart,"736,-
       ","890,56",20Y7003VMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/e14-amdl-g3-t-5500u-8gb-256gb-14-w10p-art-20y7003vmh-num-13623627/
Lenovo ThinkPad T14 Laptop - Zwart,"1.208,-
       ","1.461,68",20W0009HMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/t14-g2-t-i5-1135g7-8gb-256gb-14-w10p-art-20w0009hmh-num-13623636/
Lenovo P15s Laptop - Zwart,"1.487,-
       ","1.799,27",20W6000GMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-p15s-ci7-16-512gb-15-6in-w10p-art-20w6000gmh-num-13636344/
Lenovo E14 Laptop - Zwart,"723,-
       ","874,83",20Y70074MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/e14-g3-r5-5500u-8gb-256gb-14in-w10p-art-20y70074mh-num-13641255/
Lenovo ThinkBook 13s Laptop - Grijs,"830,-
       ","1.004,30",20V9002LMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-13s-art-20v9002lmh-num-13554333/
Lenovo V V17 Laptop - Grijs,"665,-
       ","804,65",82NX00E9MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v17-g2-itl-i5-1135g7-8gb-256gb-17-3-w10p-art-82nx00e9mh-num-13623643/
Lenovo ThinkPad T15 Laptop - Zwart,"1.126,-
       ","1.362,46",20S6003VMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/ts-tp-t15-g1-i5-8gb-512ssd-w10p-art-20s6003vmh-num-12750361/
Lenovo ThinkPad L590 Laptop - Zwart - Demo model,"1.349,-
       ","1.632,29",20Q7001JMZ-D1,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-l590-i7-8565u-16gb-512gb-ssd-15-6fhd-w10wlan-bt-cam-fpr-art-20q7001jmz-d1-num-13534551/
Lenovo ThinkPad E15 Laptop - Zwart,"731,-
       ","884,51",20YG0047MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/e15-amdl-g3-t-5500u-8gb-256gb-15-6-w10p-art-20yg0047mh-num-13623629/
Lenovo ThinkPad L15 Laptop - Zwart,"1.008,-
       ","1.219,68",20X3004UMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/l15-g2-t-i5-1135g7-16gb-512gb-15-6-w10p-art-20x3004umh-num-13623633/
Lenovo ThinkBook 15 Laptop - Grijs,"592,-
       ","716,32",20VE0047MB,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkbook-15-g2-15-6fhd-ag-250n-n-core-i3-1115g4-3-0g-2c-mb-none-8gb4x16gx16-ddr4-3200-256gb-ssd-m-2-2242-nvme-tlc-integrated-graphics-w10-pro-std-2y-depot-cc-art-20ve0047mb-num-13634911/
Lenovo V V17 Laptop - Grijs,"614,-
       ","742,94",82NX00EBMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v17-g2-itl-i5-1135g7-8gb-256gb-17-3-w10h-art-82nx00ebmh-num-13623651/
Lenovo ThinkBook 15 Laptop - Grijs,"642,-
       ","776,82",21A4002BMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-15-g3-acl-5500u-8gb-256gb-15-6-w10p-art-21a4002bmh-num-13618388/
Lenovo ThinkPad T14 Laptop - Zwart,"1.253,-
       ","1.516,13",20W0009GMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t14-art-20w0009gmh-num-13623637/
Lenovo ThinkPad X1 Nano Gen1 I5-1130G7 16GB/256GB 13 W10 Laptop - Zwart,"1.547,-
       ","1.871,87",20UN0029MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-x1-nano-gen1-i5-1130g7-16gb-256gb-13-w10-art-20un0029mh-num-13503273/
Lenovo ThinkBook 14 Laptop - Grijs,"656,-
       ","793,76",21A2002MMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-14-g3-acl-5500u-8gb-256gb-14-w10p-art-21a2002mmh-num-13618386/
Lenovo ThinkPad X1 Carbon 14" i5 16GB RAM 256GB SSD Laptop - Zwart - Demo model,"1.457,-
       ","1.762,97",20QD00L3MX-D2,https://www.centralpoint.nl/notebooks-laptops/lenovo/x1-carbon-7th-i5-8265u-16gb-256gb-ssd-14fhd-w10p-art-20qd00l3mx-d2-num-12495119/
Lenovo X1 Carbon Laptop - Zwart,"1.538,-
       ","1.860,98",20XW0062MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-tp-x1-carbon-g9-i5-16gb-512gb-w10p-art-20xw0062mh-num-13626955/
Lenovo ThinkPad X1 Fold Laptop - Zwart,"2.759,-
       ","3.338,39",20RL000YMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-tp-x1f-g1-ci5-13-3in-8-512gb-w10p-art-20rl000ymh-num-13589465/
Lenovo ThinkPad E15 Laptop - Zwart,"800,-
       ","968,-",20YG003YMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/e15-amdl-g3-t-5500u-8gb-512gb-15-6-w10p-art-20yg003ymh-num-13623628/
Lenovo ThinkPad L13 Laptop - Zwart,"916,-
       ","1.108,36",20VH0048MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-l13-clam-g2-t-ci5-1135g7-8-256gb-13-3-art-20vh0048mh-num-13618385/
Lenovo ThinkPad E15 Laptop - Zwart,"874,-
       ","1.057,54",20T8006DMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-tp-e15-gen-2-r7-16g-512g-10p-art-20t8006dmh-num-13647460/
Lenovo ThinkPad P17 G2 CI7-11800H 16 / 512GB 17.3 W10P Laptop - Zwart,"1.860,-
       ","2.250,60",20YU0028MH,https://www.centralpoint.nl/notebooks-laptops/lenovo/tp-p17-g2-ci7-11800h-16-512gb-17-3-w10p-art-20yu0028mh-num-13655129/
Lenovo T14 Laptop - Zwart,"1.092,-
       ","1.321,32",20XK002TMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-t-t14-amd-g2-5650u-8gb-256gb-14-w10p-art-20xk002tmh-num-13626957/
Lenovo V V15 Laptop - Zwart,"506,-
       ","612,26",82KD002CMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v15-g2-alc-5300u-8-256gb-nl-15-6in-w10p-art-82kd002cmh-num-13647984/
Lenovo ThinkPad T480s 14" i5 8GB RAM 256GB SSD Laptop - Zwart,"1.527,-
       ","1.847,67",20L8002WMD,https://www.centralpoint.nl/notebooks-laptops/lenovo/thinkpad-t480s-art-20l8002wmd-num-11479123/
Lenovo V V15 Laptop - Zwart,"530,-
       ","641,30",82KD002BMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/v15-g2-alc-5500u-8-256gb-nl-15-6in-w10p-art-82kd002bmh-num-13647983/
Lenovo ThinkBook 15 Laptop - Grijs,"721,-
       ","872,41",21A4003MMH,https://www.centralpoint.nl/notebooks-laptops/lenovo/nb-15-g3-acl-5500u-8gb-512gb-15-6-w10p-art-21a4003mmh-num-13618390/
