Title,Online_price,MRP_price,image_url,Product_href
"(Renewed) Lenovo Intel 4th Gen Core i5 14-inch(35.56 cms) HD 1366x768 Laptop (8GB/500GB HDD/Windows 10/MS Office/Integrated Graphics,Black)Thinkpad T440","34,999","₹80,000₹80,000",https://m.media-amazon.com/images/I/61UO61Kd8-L._AC_UL320_.jpg,/Lenovo-1366x768-Integrated-Graphics-Thinkpad/dp/B08S7C5NTL/ref=sr_1_141?dchild=1&qid=1628622560&s=computers&sr=1-141
"(Renewed) Lenovo Thinkpad Laptop X230 Intel Core i5 - 3320m Processor, 4 GB Ram & 256 GB SSD, Win10, 12.5 Inches 1.34 KG Ultralight Computer","37,989","₹50,000₹50,000",https://m.media-amazon.com/images/I/61R6kEAt-9S._AC_UL320_.jpg,/Renewed-Lenovo-Thinkpad-Laptop-Intel/dp/B097C566CW/ref=sr_1_142?dchild=1&qid=1628622560&s=computers&sr=1-142
"(Renewed) Lenovo Think Pad Intel 6th Gen Core i5 12.5-Inch (31.75 cms) 1920x1080 Laptop (8 GB/500 GB/Windows 10/Integrated Graphics/Black/2.50 Kg), X260","39,998","₹1,29,000₹1,29,000",https://m.media-amazon.com/images/I/61TMekpNlaL._AC_UL320_.jpg,
"Lenovo ThinkPad E495 14” HD Anti-Glare Business Laptop, AMD Ryzen 3 3200U Processor, AMD Radeon Vega 3, 8GB DDR4, 1TB HDD, Webcam (720p HD), 802.11ac, Bluetooth, USB 3.1 Type-C, HDMI, Windows 10","54,500","₹67,800₹67,800",https://m.media-amazon.com/images/I/71UrtqOe46L._AC_UL320_.jpg,/Lenovo-E495-Anti-Glare-Processor-Bluetooth/dp/B0821DCCDJ/ref=sr_1_144?dchild=1&qid=1628622560&s=computers&sr=1-144
"(Renewed) Lenovo Intel Core i5 3320M 12.5-Inch (31.75 cms) 1366x768 Laptop (4 GB/320 GB HDD/Windows 10/MS Office Pro 2019 /Intel HD Graphics 4000/Black/1.80 kg), Thinkpad X230","41,499","₹80,000₹80,000",https://m.media-amazon.com/images/I/51STdhlvsDL._AC_UL320_.jpg,/Lenovo-Thinkpad-X230-Integrated-graphics/dp/B07XG2RF3D/ref=sr_1_145?dchild=1&qid=1628622560&s=computers&sr=1-145
"(Renewed) Lenovo Intel 5th Gen Core I5 14-inch (35.56 cms) 1366x768 Laptop/8 GB/1 TB HDD/Windows 10/MS Office/Integrated Graphics), Black,Thinkpad T450","37,999","₹80,000₹80,000",https://m.media-amazon.com/images/I/61dqVlF4l7L._AC_UL320_.jpg,/Renewed-Lenovo-Thinkpad-Integrated-Graphics/dp/B084G4F8PL/ref=sr_1_146?dchild=1&qid=1628622560&s=computers&sr=1-146
"Lenovo Legion Y740 Intel Core i7 9th Gen 15.6 inch FHD Gaming Laptop (16GB/1TB SSD/Windows/Office/NVIDIA RTX 2070 8GB Graphics/Black/2.2Kg), 81UH00BQIN","1,45,990","₹2,23,890₹2,23,890",https://m.media-amazon.com/images/I/71bKbg0Df4L._AC_UL320_.jpg,/Lenovo-Legion-Windows-Graphics-81UH00BQIN/dp/B08BSF4TMN/ref=sr_1_147?dchild=1&qid=1628622560&s=computers&sr=1-147
"(Renewed) Lenovo Intel 4th Gen Core i5 4300U 12.5-Inch (31.75 cms) 1366x768 Laptop (8 GB/500 GB HDD/Windows 10/MS Office 2019 /Intel HD Graphics 4400/Black/1.61 Kg), ThinkPad X240",,,https://m.media-amazon.com/images/I/71Ryfe1e4WL._AC_UL320_.jpg,
"Lenovo ThinkPad E14 Intel Core i7 10th Gen 14-inch Full HD IPS Thin and Light Laptop (16GB RAM/ 512GB SSD/ Windows 10 Professional/ RX640 2GB Graphics/ Black/ 1.69 kg), 20RAS08A00",,,https://m.media-amazon.com/images/I/71k3N4gxNeL._AC_UL320_.jpg,
"(Renewed) Lenovo Intel 5th Gen Core i7 5600U 14-Inch (35.56 cms) 1920X1080 Laptop (8 GB/256 GB SSD/Windows 10/Intel HD Graphics 5500/Black/2.27 Kg), Thinkpad X1 Carbon","50,999","₹1,80,000₹1,80,000",https://m.media-amazon.com/images/I/61ofhFSpLaL._AC_UL320_.jpg,/Lenovo-ThinkPad-X1-Integrated-Graphics/dp/B0827XT57Z/ref=sr_1_150?dchild=1&qid=1628622560&s=computers&sr=1-150
"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 15.6"" (39.63cm) FHD IPS Thin & Light Laptop (8GB/1TB+256GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Graphite Grey/1.66Kg), 82FG010BIN","62,088","₹85,290₹85,290",https://m.media-amazon.com/images/I/61WNxdAeAoL._AC_UL320_.jpg,
"Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i5 15.6 FHD Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/2 Year Warranty/Arctic Grey/1.65Kg), 82H801CWIN","57,990","₹81,090₹81,090",https://m.media-amazon.com/images/I/61q6x-ll5FL._AC_UL320_.jpg,
"Lenovo IdeaPad Slim 3 2021 Intel Core i5 11th Gen 14"" (35.56cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit/Fingerprint Reader/2 Yr Warranty/Arctic Grey/1.41kg), 82H700KTIN","58,990","₹74,390₹74,390",https://m.media-amazon.com/images/I/61XJ6xrICAL._AC_UL320_.jpg,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_computers_sr_pg6_1?ie=UTF8&adId=A05453562B6S92V327RWJ&url=%2FLenovo-IdeaPad-Fingerprint-Warranty-82H700KTIN%2Fdp%2FB096SKD3V7%2Fref%3Dsr_1_153_sspa%3Fdchild%3D1%26qid%3D1628622560%26s%3Dcomputers%26sr%3D1-153-spons%26psc%3D1&qualifier=1628622560&id=3470364532863950&widgetName=sp_btf_browse
,,,,
,,,,
,,,,
,,,,
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 4600H 15.6"" (39.63cm) FHD IPS Gaming Laptop (8GB/512GB SSD/Windows 10/NVIDIA GTX 1650 4GB/120Hz Refresh Display/Onyx Black/2.2Kg), 82EY00UAIN","60,993","₹64,330₹64,330",https://m.media-amazon.com/images/I/61TlKHyOHLL._AC_UL320_.jpg,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg7_1?ie=UTF8&adId=A07595662RED1O4H9VU2&url=%2FLenovo-IdeaPad-39-63cm-Windows-82EY00UAIN%2Fdp%2FB095KQ1G3X%2Fref%3Dsr_1_145_sspa%3Fdchild%3D1%26qid%3D1628622563%26s%3Dcomputers%26sr%3D1-145-spons%26psc%3D1&qualifier=1628622563&id=8583028485232653&widgetName=sp_atf_browse
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 4600H 15.6"" (39.63cm) FHD IPS Gaming Laptop (8GB/512GB SSD/Windows 10/NVIDIA GTX 1650 4GB/120Hz Refresh Display/Onyx Black/2.2Kg), 82EY00UAIN","60,993","₹64,330₹64,330",https://m.media-amazon.com/images/I/61TlKHyOHLL._AC_UL320_.jpg,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg7_1?ie=UTF8&adId=A07595662RED1O4H9VU2&url=%2FLenovo-IdeaPad-39-63cm-Windows-82EY00UAIN%2Fdp%2FB095KQ1G3X%2Fref%3Dsr_1_145_sspa%3Fdchild%3D1%26qid%3D1628622563%26s%3Dcomputers%26sr%3D1-145-spons%26psc%3D1&qualifier=1628622563&id=8583028485232653&widgetName=sp_atf_browse
"Lenovo Yoga 6 AMD Ryzen 7 4700U 13.3"" (33.78 cms) Full HD IPS 2-in-1 Touchscreen Laptop (16GB/512GB SSD/Windows 10/MS Office 2019/Fingerprint Reader/Abyss Blue/Fabric Surface/1.32Kg), 82FN004QIN","89,900","₹99,990₹99,990",https://m.media-amazon.com/images/I/61jBhFd7JoL._AC_UL320_.jpg,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg7_1?ie=UTF8&adId=A0506843Y547R0PRW0YN&url=%2FLenovo-Touchscreen-Windows-Fingerprint-82FN004QIN%2Fdp%2FB08Y96J1ZJ%2Fref%3Dsr_1_146_sspa%3Fdchild%3D1%26qid%3D1628622563%26s%3Dcomputers%26sr%3D1-146-spons%26psc%3D1&qualifier=1628622563&id=8583028485232653&widgetName=sp_atf_browse
"Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i5 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/256GB SSD/Windows 10/MS Office/Backlit Keyboard/2 Year Warranty/Arctic Grey/1.65Kg), 82H80156IN","56,990","₹75,390₹75,390",https://m.media-amazon.com/images/I/61q6x-ll5FL._AC_UL320_.jpg,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg7_1?ie=UTF8&adId=A03949342H8PZFR3LW7WD&url=%2FLenovo-IdeaPad-Keyboard-Warranty-82H80156IN%2Fdp%2FB09BCSPX7X%2Fref%3Dsr_1_147_sspa%3Fdchild%3D1%26qid%3D1628622563%26s%3Dcomputers%26sr%3D1-147-spons%26psc%3D1&qualifier=1628622563&id=8583028485232653&widgetName=sp_atf_browse
"Lenovo ThinkBook 14 Intel Core i3 10th Gen 14-inch Full HD Thin and Light Laptop (4GB RAM/ 1TB HDD/ DOS/ Mineral Gray/ 1.49 kg), 20SL00LUIH","36,999","₹49,990₹49,990",https://m.media-amazon.com/images/I/71TfvpA+6gL._AC_UL320_.jpg,/Lenovo-ThinkBook-14-inch-Mineral-20SL00LUIH/dp/B08GM6LJ91/ref=sr_1_148?dchild=1&qid=1628622563&s=computers&sr=1-148
Lenovo Ideapad S145 Intel Core I3 8th Gen 15.6-inch FHD Thin and Light Laptop ( 4GB RAM / 1TB HDD / Windows 10 Home / Office Home and Student 2019 / Grey / 1.85kg ) & B210 Bag Combo,"37,243","₹50,209₹50,209",https://m.media-amazon.com/images/I/81KMVojrJlL._AC_UL320_.jpg,/Lenovo-Ideapad-15-6-inch-Windows-Student/dp/B07XPBPDN7/ref=sr_1_149?dchild=1&qid=1628622563&s=computers&sr=1-149
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 15.6"" IPS Full HD Laptop (8GB/256GB SSD + 1TB HDD/GeForce GTX 1650 4GB Graphics/Windows10/Onyx Black), 82EY0024IN","64,990","₹82,490₹82,490",https://m.media-amazon.com/images/I/61TlKHyOHLL._AC_UL320_.jpg,/Lenovo-IdeaPad-Graphics-Windows10-82EY0024IN/dp/B08GG8JC2L/ref=sr_1_150?dchild=1&qid=1628622563&s=computers&sr=1-150
"Lenovo ThinkPad E14 Intel Core i5 10th Gen 14-inch Full HD IPS Thin and Light Laptop (8GB RAM/ 256GB SSD/ Windows 10 Home/ Black/ 1.69 kg), 20RAS1MD00",,,https://m.media-amazon.com/images/I/71k3N4gxNeL._AC_UL320_.jpg,
(Renewed) Lenovo Intel 5th Gen Core i5 12.5-Inch (31.75 cms) Laptop (8 GB/500 GB HDD//MS Office Pro 2019 /Black/2.20 Kg),"39,999","₹2,50,000₹2,50,000",https://m.media-amazon.com/images/I/71zNMQeCI0L._AC_UL320_.jpg,
"Lenovo Legion Y530 Intel Core I5 8th Gen 15.6 - inch Gaming FHD Laptop (8GB/ 1TB HDD +128GB SSD/ Windows 10 Home/ Nvidia 4GB 1050 Ti Graphics/ Black), 81FV00JLIN","77,990","₹1,14,490₹1,14,490",https://m.media-amazon.com/images/I/71ePzdnZXRL._AC_UL320_.jpg,/Lenovo-Legion-Y530-Intel-Core/dp/B07GB7P6KC/ref=sr_1_153?dchild=1&qid=1628622563&s=computers&sr=1-153
"Lenovo Legion 5i 10thGen Intel i5 15.6"" FHD Gaming Laptop (8GB/1TB HDD/256GB SSD/Win10/120 Hz/NVIDIA GTX 1650Ti 4GB GDDR6/2.3Kg) 82AU00B6IN + Legion Headset + M300 Gaming Mouse Upto 8K DPI/16.8M RGB","91,855","₹1,30,239₹1,30,239",https://m.media-amazon.com/images/I/71gqEq+p41L._AC_UL320_.jpg,/Lenovo-Legion-10thGen-82AU00B6IN-Headset/dp/B08L5WCVFX/ref=sr_1_154?dchild=1&qid=1628622563&s=computers&sr=1-154
"(Renewed) Lenovo Thinkpad Laptop X230 Intel Core i5 - 3320m Processor, 8 GB Ram & 1TB SSD, Win10, 12.5 Inches 1.34 KG Ultralight Computer","45,989","₹70,000₹70,000",https://m.media-amazon.com/images/I/61R6kEAt-9S._AC_UL320_.jpg,/Renewed-Lenovo-Thinkpad-Laptop-Intel/dp/B097C61VV2/ref=sr_1_155?dchild=1&qid=1628622563&s=computers&sr=1-155
"(Renewed) Lenovo Intel Core i7 5600U 12.5-Inch (31.75 cms) HD (1366 X 768) Laptop (8 GB/256 GB SSD/Windows 10/Intel HD 5500//1.53 Kg), Lenovo X250","46,698","₹2,00,000₹2,00,000",https://m.media-amazon.com/images/I/41Om9k8p4JL._AC_UL320_.jpg,/Renewed-Lenovo-12-5-Inch-Laptop-Windows/dp/B08NPZNDCG/ref=sr_1_156?dchild=1&qid=1628622563&s=computers&sr=1-156
"Lenovo Legion Y540 9th Gen Core Intel i5 15.6 inch FHD Gaming Laptop (8GB RAM/ 1TB HDD + 256 GB SSD / Windows 10 Home / 6GB NVIDIA GTX 1660 TI Graphics / Black / 2.3 Kg), 81SX0041IN","1,05,000","₹1,19,990₹1,19,990",https://m.media-amazon.com/images/I/81mBbuy1cYL._AC_UL320_.jpg,/Lenovo-Legion-Windows-Graphics-81SX0041IN/dp/B07V5HQN65/ref=sr_1_157?dchild=1&qid=1628622563&s=computers&sr=1-157
"Lenovo Ideapad 720s Intel Core i7 8th Gen 13.3-inch Full HD Thin & Light Laptop (8GB RAM/512GB SSD/Windows 10 Home/MS Office H&S 2016/Platinum/1.14kg), 81BV008TIN","84,990","₹1,19,890₹1,19,890",https://m.media-amazon.com/images/I/51XGpzMtAjL._AC_UL320_.jpg,/Lenovo-81BV008TIN-13-3-inch-i7-8550U-Integrated/dp/B07FDY36TJ/ref=sr_1_158?dchild=1&qid=1628622563&s=computers&sr=1-158
"(Renewed) Lenovo T430 14-inch Laptop (Core i7/ 8GB RAM(Upgradable to 16)/256GB SSD/Windows 10 Pro/MS Office 2019, Intel Integrated Graphics, PAN INDIA WARRANTY) Black","46,999","₹80,000₹80,000",https://m.media-amazon.com/images/I/61lDNohfRnL._AC_UL320_.jpg,/Lenovo-Upgradable-Integrated-Graphics-WARRANTY/dp/B092Z9G6S5/ref=sr_1_159?dchild=1&qid=1628622563&s=computers&sr=1-159
"Lenovo IdeaPad Slim 5 AMD Ryzen 7 4700U 14"" (35.56cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Graphite Grey/1.39Kg), 81YM002TIN","60,785","₹79,690₹79,690",https://m.media-amazon.com/images/I/61LiK6CvJHL._AC_UL320_.jpg,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg7_1?ie=UTF8&adId=A05924173CNU7BYYEUYYB&url=%2FLenovo-Integrated-Graphics-Graphite-81YM002TIN%2Fdp%2FB087D3VVW3%2Fref%3Dsr_1_160_sspa%3Fdchild%3D1%26qid%3D1628622563%26s%3Dcomputers%26sr%3D1-160-spons%26psc%3D1&qualifier=1628622563&id=8583028485232653&widgetName=sp_mtf_browse
"Lenovo Yoga Slim 7 AMD Ryzen 7 4800U 14"" (35.56cms) Full HD IPS Thin and Light Laptop (8GB/512GB SSD/Windows 10/MS Office 2019/Integrated AMD Radeon Graphics/Slate Grey/1.33Kg), 82A2008VIN","75,700","₹89,000₹89,000",https://m.media-amazon.com/images/I/61tcZHczA8L._AC_UL320_.jpg,
"Lenovo IdeaPad Slim 5 AMD Ryzen 5 5500U 15.6"" (39.63cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Graphite Grey/1.66Kg), 82LN00GTIN","57,990","₹82,490₹82,490",https://m.media-amazon.com/images/I/71jP9Frsr6L._AC_UL320_.jpg,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg7_1?ie=UTF8&adId=A07022566JL3I54L63Y8&url=%2FLenovo-Keyboard-Fingerprint-Graphite-82LN00GTIN%2Fdp%2FB098FK9KQ2%2Fref%3Dsr_1_162_sspa%3Fdchild%3D1%26qid%3D1628622563%26s%3Dcomputers%26sr%3D1-162-spons%26psc%3D1&qualifier=1628622563&id=8583028485232653&widgetName=sp_mtf_browse
Lenovo Ideapad Gaming 3 10th Gen Intel Core i5 15.6-inch FHD IPS Gaming Laptop (8GB/1TB HDD + 256 GB SSD/Windows10/NVIDIA GTX 1650 4GB Graphics/with M100 RGB Gaming Mouse/Onyx Black/2.2Kg) 81Y400BNIN,"65,990","₹1,02,090₹1,02,090",https://m.media-amazon.com/images/I/61fpo-87DyL._AC_UL320_.jpg,/Lenovo-Ideapad-Windows-Graphics-81Y400BNIN/dp/B087D3SS3D/ref=sr_1_163?dchild=1&qid=1628622563&s=computers&sr=1-163
"(Renewed) Lenovo IdeaPad B40-70 14-inch Laptop (Core i3/8GB RAM (Upgradable to 16)/1TB HDD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics, Fingerprint Scanner), Black","35,999","₹60,000₹60,000",https://m.media-amazon.com/images/I/51MVKMAJZzS._AC_UL320_.jpg,/Lenovo-Upgradable-Integrated-Graphics-Fingerprint/dp/B091N49X2H/ref=sr_1_164?dchild=1&qid=1628622563&s=computers&sr=1-164
"Lenovo ThinkPad E15 15.6"" FHD (1920x1080) IPS Anti-Glare Display - Intel Core i5-10210U Processor, 16GB RAM, 512GB PCIe-NVMe SSD + 500GB Hard Drive, Windows 10 Pro 64-bit","98,000","₹1,39,990₹1,39,990",https://m.media-amazon.com/images/I/51kc3LmqHfL._AC_UL320_.jpg,/Lenovo-ThinkPad-E15-1920x1080-Anti-Glare/dp/B089GZHY6F/ref=sr_1_165?dchild=1&qid=1628622563&s=computers&sr=1-165
"Lenovo ThinkPad E15 15.6” FHD IPS Anti-Glare LED Laptop, Intel Quad-Core i5-10210U up to 4.2GHz, 8GB DDR4, 256GB SSD, HDMI, Bluetooth, Webcam, USB 3.1-C, Windows 10 Professional, ABYS Accessories","88,000","₹98,000₹98,000",https://m.media-amazon.com/images/I/412FEYgaxAL._AC_UL320_.jpg,/Lenovo-E15-Anti-Glare-Professional-Accessories/dp/B08BFD8K9T/ref=sr_1_166?dchild=1&qid=1628622563&s=computers&sr=1-166
Lenovo Ideapad S145 Intel Core I3 8th Gen 15.6-inch FHD Thin and Light Laptop ( 4GB RAM / 1TB HDD / Windows 10 Home / Office Home and Student 2019 / Grey / 1.85kg ) & 300 Wireless Mouse Combo,"36,923","₹49,989₹49,989",https://m.media-amazon.com/images/I/81q2AbfsdeL._AC_UL320_.jpg,/Lenovo-Ideapad-15-6-inch-Windows-Wireless/dp/B07XKT4SBJ/ref=sr_1_167?dchild=1&qid=1628622563&s=computers&sr=1-167
"(Renewed) Lenovo IdeaPad B40-70 14-inch Laptop (Core i3/16GB RAM/500GB HDD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics, Fingerprint Scanner), Black","36,999","₹60,000₹60,000",https://m.media-amazon.com/images/I/51MVKMAJZzS._AC_UL320_.jpg,/Renewed-Lenovo-Integrated-Graphics-Fingerprint/dp/B091N5VS48/ref=sr_1_168?dchild=1&qid=1628622563&s=computers&sr=1-168
"Lenovo Thinkpad L14 Intel Core i5 10th Gen Display 14-inch Full HD Thin and Light Laptop (8GB RAM/ 512GB SSD/ Windows 10 Professional/ Black/ 1.65 kg), 20U1S1N700 with STOLT Backpack",,,https://m.media-amazon.com/images/I/81m084fzj8L._AC_UL320_.jpg,
"(Renewed) Lenovo Intel 3rd Gen Core i5 3210M 14-Inch (35.56 cms) 1366x768 Laptop (4 GB/500 GB HDD/Windows/MS Office Pro 2019 /Intel HD Graphics 4600/Black/1.50 Kg), Thinkpad L430","30,499","₹70,000₹70,000",https://m.media-amazon.com/images/I/71LAAhw+9bL._AC_UL320_.jpg,/Renewed-Lenovo-1366x768-Graphics-Thinkpad/dp/B08S7D74TV/ref=sr_1_170?dchild=1&qid=1628622563&s=computers&sr=1-170
"(Renewed) Lenovo IdeaPad Flex 5i 10th Gen Intel Core i3 14 inch Full HD IPS 2-in-1 Convertible Laptop (4GB/256GB SSD/Windows 10/MS Office 2019/Graphite Grey/1.5Kg), 81X10083IN","45,490","₹59,990₹59,990",https://m.media-amazon.com/images/I/61Q8dkRUgvL._AC_UL320_.jpg,/Renewed-Lenovo-Convertible-Graphite-81X10083IN/dp/B08M3MG14N/ref=sr_1_171?dchild=1&qid=1628622563&s=computers&sr=1-171
Lenovo V14 AMD RYZEN 3 3250U 14-inch HD Laptop (4GB Ram/1TB HDD/Dos/Iron Grey) 82C6000BIH,"33,450","₹38,900₹38,900",https://m.media-amazon.com/images/I/51Fogk+EHiL._AC_UL320_.jpg,/Lenovo-V14-14-inch-Laptop-82C6000BIH/dp/B08PNJVVCB/ref=sr_1_172?dchild=1&qid=1628622563&s=computers&sr=1-172
Lenovo Y520 80WK00R1IN 15.6-inch Laptop (7th Gen Core i7-7700HQ/8GB/1TB+128GB SSD/Windows 10/4GB Graphics/with Pre-Installed MS Office),"82,990","₹1,10,890₹1,10,890",https://m.media-amazon.com/images/I/81UWucdEX1L._AC_UL320_.jpg,/Lenovo-80WK00R1IN-15-6-inch-i7-7700HQ-Pre-Installed/dp/B0756HWYND/ref=sr_1_173?dchild=1&qid=1628622563&s=computers&sr=1-173
"Lenovo IdeaPad Slim 5 i5 11th Gen 14"" FHD IPS Thin & Light Laptop (8GB/512GB SSD/Win10/MSO/IrisXe Graphics/Fingerprint Reader/Grey/1.39Kg), 82FE00K0IN +Lenovo 2 Year Extra Warranty with Onsite Service","65,487","₹98,838₹98,838",https://m.media-amazon.com/images/I/71eQY-cvW0S._AC_UL320_.jpg,/Lenovo-Graphics-Fingerprint-82FE00K0IN-Warranty/dp/B0952DZX2B/ref=sr_1_174?dchild=1&qid=1628622563&s=computers&sr=1-174
"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 15.6"" (39.63cm) FHD IPS Thin & Light Laptop (8GB/1TB+256GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Graphite Grey/1.66Kg), 82FG010BIN","62,088","₹85,290₹85,290",https://m.media-amazon.com/images/I/61WNxdAeAoL._AC_UL320_.jpg,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_computers_sr_pg7_1?ie=UTF8&adId=A05457562ZS17ZQ6FAQ89&url=%2FLenovo-Keyboard-Fingerprint-Graphite-82FG010BIN%2Fdp%2FB096SHMYJJ%2Fref%3Dsr_1_175_sspa%3Fdchild%3D1%26qid%3D1628622563%26s%3Dcomputers%26sr%3D1-175-spons%26psc%3D1&qualifier=1628622563&id=8583028485232653&widgetName=sp_btf_browse
"Lenovo IdeaPad Slim 3 2021 Intel Core i5 11th Gen 14"" (35.56cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit/Fingerprint Reader/2 Yr Warranty/Arctic Grey/1.41kg), 82H700KTIN","58,990","₹74,390₹74,390",https://m.media-amazon.com/images/I/61XJ6xrICAL._AC_UL320_.jpg,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_computers_sr_pg7_1?ie=UTF8&adId=A05453562B6S92V327RWJ&url=%2FLenovo-IdeaPad-Fingerprint-Warranty-82H700KTIN%2Fdp%2FB096SKD3V7%2Fref%3Dsr_1_176_sspa%3Fdchild%3D1%26qid%3D1628622563%26s%3Dcomputers%26sr%3D1-176-spons%26psc%3D1&qualifier=1628622563&id=8583028485232653&widgetName=sp_btf_browse
"Lenovo Legion 5 10th Gen Intel Core i5-10300H 15.6"" (39.63cm) FHD IPS Gaming Laptop (8GB/512GB SSD/Windows 10/NVIDIA GTX 1650 4GB/120Hz Refresh Display/Phantom Black/2.3Kg), 82AU00PMIN","68,490","₹93,690₹93,690",https://m.media-amazon.com/images/I/61p3lA4N3uL._AC_UL320_.jpg,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_computers_sr_pg7_1?ie=UTF8&adId=A02815761NWVQB0HCW4YJ&url=%2FLenovo-i5-10300H-39-63cm-Windows-82AU00PMIN%2Fdp%2FB097TYRFJJ%2Fref%3Dsr_1_177_sspa%3Fdchild%3D1%26qid%3D1628622563%26s%3Dcomputers%26sr%3D1-177-spons%26psc%3D1&qualifier=1628622563&id=8583028485232653&widgetName=sp_btf_browse
,,,,
,,,,
,,,,
,,,,
"Lenovo IdeaPad Slim 5 AMD Ryzen 7 4700U 14"" (35.56cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Graphite Grey/1.39Kg), 81YM002TIN","60,785","₹79,690₹79,690",https://m.media-amazon.com/images/I/61LiK6CvJHL._AC_UL320_.jpg,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg8_1?ie=UTF8&adId=A05924173CNU7BYYEUYYB&url=%2FLenovo-Integrated-Graphics-Graphite-81YM002TIN%2Fdp%2FB087D3VVW3%2Fref%3Dsr_1_169_sspa%3Fdchild%3D1%26qid%3D1628622565%26s%3Dcomputers%26sr%3D1-169-spons%26psc%3D1&qualifier=1628622565&id=672940674453305&widgetName=sp_atf_browse
"Lenovo IdeaPad Slim 5 AMD Ryzen 7 4700U 14"" (35.56cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Graphite Grey/1.39Kg), 81YM002TIN","60,785","₹79,690₹79,690",https://m.media-amazon.com/images/I/61LiK6CvJHL._AC_UL320_.jpg,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg8_1?ie=UTF8&adId=A05924173CNU7BYYEUYYB&url=%2FLenovo-Integrated-Graphics-Graphite-81YM002TIN%2Fdp%2FB087D3VVW3%2Fref%3Dsr_1_169_sspa%3Fdchild%3D1%26qid%3D1628622565%26s%3Dcomputers%26sr%3D1-169-spons%26psc%3D1&qualifier=1628622565&id=672940674453305&widgetName=sp_atf_browse
"Lenovo Yoga Slim 7 AMD Ryzen 7 4800U 14"" (35.56cms) Full HD IPS Thin and Light Laptop (8GB/512GB SSD/Windows 10/MS Office 2019/Integrated AMD Radeon Graphics/Slate Grey/1.33Kg), 82A2008VIN","75,700","₹89,000₹89,000",https://m.media-amazon.com/images/I/61tcZHczA8L._AC_UL320_.jpg,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg8_1?ie=UTF8&adId=A0465615CU6EJJSCEDA8&url=%2FLenovo-14-inch-Integrated-Graphics-82A2008VIN%2Fdp%2FB08LKQBR8R%2Fref%3Dsr_1_170_sspa%3Fdchild%3D1%26qid%3D1628622565%26s%3Dcomputers%26sr%3D1-170-spons%26psc%3D1&qualifier=1628622565&id=672940674453305&widgetName=sp_atf_browse
