product_name,product_price1,product_price2,image_url,product_href
"Lenovo ThinkPad T570 - 15,6 Zoll - Core i5-7300U @ 2,6 GHz - 8GB RAM - 250GB SSD - FHD (1920x1080) - Webcam - Win10Pro (Generalüberholt)  ","579,00",,https://m.media-amazon.com/images/I/51UCppMGuiS._AC_UL320_.jpg,/Lenovo-ThinkPad-T570-1920x1080-General%C3%BCberholt/dp/B099F9BSHL/ref=sr_1_128?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-128
Lenovo ThinkPad T15 Gen 1 20S6 - Core i5 10210U / 1.6 GHz  ,"1.792,80",,https://m.media-amazon.com/images/I/51GZcyrlGpL._AC_UL320_.jpg,/Lenovo-ThinkPad-T15-Gen-20S6/dp/B08B4HS4KT/ref=sr_1_129?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-129
Lenovo ThinkPad P15 Gen 1 20ST - Core i7 10750H / 2.6 GHz  ,"2.569,00",,https://m.media-amazon.com/images/I/51bZvCnY-IL._AC_UL320_.jpg,/Lenovo-ThinkPad-P15-Gen-20ST/dp/B08KSFSVVC/ref=sr_1_130?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-130
"Lenovo ThinkPad L14 G2 20X1003TGE 14""FHD i5-1135G7 16GB/512GB SSD Win10 Pro  ","1.141,00",,https://m.media-amazon.com/images/I/51mJ1vb26SS._AC_UL320_.jpg,/Lenovo-ThinkPad-20X1003TGE-i5-1135G7-512GB/dp/B096W2T2JW/ref=sr_1_131?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-131
"LENOVO ThinkPad X1 Yoga G4 i7-8565U 35,6cm 14Zoll HDR UHD Touch 16GB 512GB M.2 SSD IntelUHD 620 FPR Cam W10P64 4G LTE - Iron Grey  ","2.203,19",,https://m.media-amazon.com/images/I/51mOEFxP2dL._AC_UL320_.jpg,/LENOVO-ThinkPad-i7-8565U-14Zoll-IntelUHD/dp/B07VS2NNV3/ref=sr_1_132?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-132
Lenovo ThinkPad P15 Gen 1 20ST - Core i7 10750H / 2.6 GHz  ,"2.708,82",,https://m.media-amazon.com/images/I/51bZvCnY-IL._AC_UL320_.jpg,/Lenovo-ThinkPad-P15-Gen-20ST/dp/B08KSJBP1R/ref=sr_1_133?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-133
"Lenovo 15,6 Zoll AMD-3020E 4GB 256SSD Webcam Essential V15-ADA NO OS  ","458,31",,https://m.media-amazon.com/images/I/619Zmxl1WqL._AC_UL320_.jpg,/Lenovo-AMD-3020E-256SSD-Essential-V15-ADA/dp/B08K99VTJB/ref=sr_1_134?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-134
"Lenovo Legion 7 Notebook Gaming, Display 15.6 Zoll FullHD IPS, Prozessor Intel Core i7-10875H, 1TB SSD+512GB SSD, 16GB RAM, RTX 2070 Super Max-Q 8GB GDDR6, Windows 10, Slate Gre. Y  ","2.680,51",,https://m.media-amazon.com/images/I/611Vzn-m2lL._AC_UL320_.jpg,/Lenovo-LEGION7-15IMHG05/dp/B089NW1F7V/ref=sr_1_135?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-135
Lenovo IdeaPad Flex 5 14ARE05 81X2 - Flip-Design - Ryzen 7 4700U / 2 GHz - Win 10 Home 64-Bit - 16 G  ,"1.024,28",,https://m.media-amazon.com/images/I/514d7RQIyPS._AC_UL320_.jpg,/Lenovo-IdeaPad-14ARE-R7-4700U-512GB/dp/B08932NS1Z/ref=sr_1_136?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-136
Lenovo ThinkBook 15-IIL 20SM - Core i7 1065G7 / 1.3 GHz  ,"996,49",,https://m.media-amazon.com/images/I/61tWWDz0GZL._AC_UL320_.jpg,/Lenovo-ThinkBook-20SM002CGE-i7-1065G7-512GB/dp/B08656628P/ref=sr_1_137?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-137
"Lenovo ThinkPad L14 G2 20X1003WGE 14""FHD i5-1135G7 8GB/256GB SSD Win10 Pro  ","973,50",,https://m.media-amazon.com/images/I/51mJ1vb26SS._AC_UL320_.jpg,/Lenovo-ThinkPad-20X1003WGE-i5-1135G7-256GB/dp/B096VZVBB2/ref=sr_1_138?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-138
"Lenovo Yoga S940 Laptop 35,6 cm (14 Zoll, 1920x1080, Full HD, WideView, Touch) Slim Notebook (Intel Core i7-1065G7, 16GB RAM, 512GB SSD, Intel Iris Plus Grafik, Windows 10 Home) champagner  ","1.799,00",,https://m.media-amazon.com/images/I/61kjaOlpl-L._AC_UL320_.jpg,/Lenovo-1920x1080-Notebook-i7-1065G7-champagner/dp/B07X34H2P5/ref=sr_1_139?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-139
Lenovo V17  ,"1.039,78",,https://m.media-amazon.com/images/I/51xiFu2pNlL._AC_UL320_.jpg,/Lenovo-82GX008FGE-V17/dp/B08HFNFTC2/ref=sr_1_140?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-140
"Lenovo ThinkPad E14 G2 20T6000RGE 14"" FHD IPS R5-4500U 16GB/512GB Win10 Pro  ","834,95",,https://m.media-amazon.com/images/I/51hfI+JeFlL._AC_UL320_.jpg,/Lenovo-ThinkPad-20T6000RGE-R5-4500U-512GB/dp/B08B2LD1R8/ref=sr_1_141?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-141
"Lenovo ThinkPad E15 G3 20YG003UGE 15""FHD R7-5700U 16GB/1TB Win10 Pro  ","1.024,29",,https://m.media-amazon.com/images/I/51OmaPn+VNS._AC_UL320_.jpg,/Lenovo-ThinkPad-20YG003UGE-R7-5700U-Win10/dp/B0987QWS7G/ref=sr_1_142?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-142
Lenovo ThinkPad P14s Gen 1 20Y1 - Ryzen 7 Pro 4750U / 1.7 GHz - Win 10 Pro 64-Bit - 16 GB RAM - 512  ,"1.310,95",,https://m.media-amazon.com/images/I/61xhKhh0U6L._AC_UL320_.jpg,/Lenovo-ThinkPad-P14s-Gen-20Y1/dp/B08N5H2LTH/ref=sr_1_143?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-143
"Lenovo Yoga 9 15IMH 2in1 15""UHD i9-10980HK 16GB/1TB SSD GTX1650Ti Win10  ","2.706,54",,https://m.media-amazon.com/images/I/61H1hc8goSL._AC_UL320_.jpg,/Lenovo-15IMH-i9-10980HK-GTX1650Ti-Win10/dp/B08LS7XNN1/ref=sr_1_144?dchild=1&qid=1629175612&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-144
Lenovo ThinkPad L14 Gen 1 20U1 - Core i5 10210U / 1.6 GHz  ,"1.073,10",,https://m.media-amazon.com/images/I/61s7myl8OdL._AC_UL320_.jpg,/Lenovo-ThinkPad-20U10012GE-i5-10210U-512GB/dp/B08B1X3HS6/ref=sr_1_145?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-145
Lenovo ThinkPad T14s Gen 2 20WM - Core i5 1135G7 / 2.4 GHz - Win 10 Pro 64-Bit - 8 GB RAM - 256 GB S  ,"1.641,30",,https://m.media-amazon.com/images/I/51yS9lqhMpS._AC_UL320_.jpg,/Lenovo-ThinkPad-T14s-Gen-20WM/dp/B0987PX6HR/ref=sr_1_146?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-146
Lenovo ThinkPad T14s Gen 1 20T0 - Core i7 10510U / 1.8 GHz  ,"1.836,45",,https://m.media-amazon.com/images/I/51liwr+0SaL._AC_UL320_.jpg,/Lenovo-ThinkPad-T14s-Gen-20T0/dp/B08B4G93PF/ref=sr_1_147?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-147
"Lenovo V17-IIL Iron Grey - 17,3"" HD+, i3-1005G1, 8GB RAM, 256GB SSD, Windows 10 Home  ","649,00",,https://m.media-amazon.com/images/I/511680XfnmL._AC_UL320_.jpg,/Lenovo-V17-IIL-Iron-Grey-i3-1005G1/dp/B08R3YTDYY/ref=sr_1_148?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-148
"Lenovo Legion 5 Laptop 43,9 cm (17,3 Zoll, 1920x1080, Full HD, WideView, entspiegelt) Gaming Notebook (AMD Ryzen 7 5800H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3070, Windows 10 Home) dunkelblau  ","1.799,00",,https://m.media-amazon.com/images/I/61bWGeYtk9S._AC_UL320_.jpg,/Lenovo-1920x1080-WideView-entspiegelt-dunkelblau/dp/B08THPMR3J/ref=sr_1_149?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-149
"Lenovo Yoga Slim 7 Laptop 35,6 cm (14 Zoll, 3840x2160, 4K UHD, WideView, 500nits) Slim Notebook (Intel Core i7-1065G7, 16GB RAM, 1TB SSD, Intel Iris Plus Grafik, Windows 10 Home) grau  ",,,https://m.media-amazon.com/images/I/41GltYYfHLL._AC_UL320_.jpg,/Lenovo-3840x2160-Notebook-i7-1065G7-Windows/dp/B0854VK53C/ref=sr_1_150?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-150
Lenovo TP X13 YOGA G2 I5-1135G7 16GB  ,,,https://m.media-amazon.com/images/I/61+USaUUwVS._AC_UL320_.jpg,/Lenovo-X13-YOGA-I5-1135G7-16GB/dp/B096VZY1C8/ref=sr_1_151?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-151
Lenovo ThinkPad X1 Carbon Gen 8 20U9 - Ultrabook - Core i7 10510U / 1.  ,"2.399,00",,https://m.media-amazon.com/images/I/61gBYWxvgBL._AC_UL320_.jpg,/Lenovo-ThinkPad-X1-Carbon-i7-10510U/dp/B08B7Y98SZ/ref=sr_1_152?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-152
"Lenovo ThinkPad T450 Business Notebook, Intel i5 2 x 2.3 GHz Prozessor, 8 GB Arbeitsspeicher, 240 GB SSD, 14 Zoll Display, 1366x768, Cam, Windows 10 Pro, MD1 (Generalüberholt)  ","469,00",,https://m.media-amazon.com/images/I/61We8nauEZL._AC_UL320_.jpg,/Lenovo-ThinkPad-1366x768-Windows-General%C3%BCberholt/dp/B07LFGCYVC/ref=sr_1_153?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-153
"Lenovo ThinkPad T560 - 15,6"" HD, i5-6300U, 8GB RAM, 256GB SSD, Win10 Pro  ",,,https://m.media-amazon.com/images/I/61ZX3alET8L._AC_UL320_.jpg,/Lenovo-ThinkPad-T560-i5-6300U-256GB/dp/B07FHDBXWH/ref=sr_1_154?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-154
"Lenovo Yoga Creator 7i Laptop 39,6 cm (15,6 Zoll, 1920x1080, Full HD, WideView, entspiegelt) Slim Notebook (Intel Core i7-10750H, 16GB RAM, 1TB SSD, NVIDIA GeForce GTX 1650, Windows 10 Home) moosgrün  ","1.549,00","1.709,00 €",https://m.media-amazon.com/images/I/714TA1pWnGL._AC_UL320_.jpg,/Lenovo-1920x1080-WideView-entspiegelt-i7-10750H/dp/B08FJKVKQY/ref=sr_1_155?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-155
"Lenovo ThinkPad T14 - Notebook 512GB, 8GB RAM, Black  ","1.638,31",,https://m.media-amazon.com/images/I/71EQvWffUBL._AC_UL320_.jpg,/Lenovo-ThinkPad-T14-Notebook-512GB/dp/B08C59K9R3/ref=sr_1_156?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-156
"LENOVO P340 Tiny i7 8C/16T 4.5GHz, P1000, 16 GB, 512 GB PCIe SSD, WLAN  ","1.382,00",,https://m.media-amazon.com/images/I/41NzvSd0KRS._AC_UL320_.jpg,/LENOVO-P340-Tiny-4-5GHz-P1000/dp/B08JNCV94B/ref=sr_1_157?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-157
Lenovo ThinkPad X1 Yoga Gen 5 20UB - Flip-Design - Core i7 10510U / 1.  ,"2.723,41",,https://m.media-amazon.com/images/I/51g8AdxbaKL._AC_UL320_.jpg,/Lenovo-ThinkPad-Yoga-3840x2160-i7-10510U/dp/B08BDKBHJ3/ref=sr_1_158?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-158
Lenovo ThinkPad L15 Gen 1 20U7 - Ryzen 7 Pro 4750U / 1.7 GHz  ,"1.185,78",,https://m.media-amazon.com/images/I/51swjq6Qd5L._AC_UL320_.jpg,/Lenovo-ThinkPad-20U70004GE-R7-4750U-512GB/dp/B08B1Y7GLD/ref=sr_1_159?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-159
"Lenovo ThinkPad T15 G2 - 15,6"" FHD, i5-1135G7, 8GB RAM, 256GB SSD, Win10 Pro  ","1.496,09",,https://m.media-amazon.com/images/I/51XoKDF874S._AC_UL320_.jpg,/Lenovo-ThinkPad-T15-G2-i5-1135G7-schwarz/dp/B0987S3JFR/ref=sr_1_160?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-160
Lenovo ThinkPad P15s Gen 1 20T4 - Core i7 10510U / 1.8 GHz  ,"1.654,31",,https://m.media-amazon.com/images/I/51fr-HYVNUL._AC_UL320_.jpg,/Lenovo-ThinkPad-P15s-20T40007GE-IPS-Panel/dp/B089P1DQ5M/ref=sr_1_161?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-161
"Lenovo ThinkPad T490s - Intel Core i5-8265U 1.60GHz (Win10), 126039  ","1.480,38",,https://m.media-amazon.com/images/I/61FW5v4IC4L._AC_UL320_.jpg,/Lenovo-ThinkPad-T490s-i5-8265U-1-60GHz/dp/B07RF9LVPD/ref=sr_1_162?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-162
"Lenovo G700 43,9 cm (17,3 Zoll HD+ LED) Notebook (Intel Pentium 2020M, 2,4GHz, 4GB RAM, 1TB HDD, DVD-R, Win 8) schwarz  ",,,https://m.media-amazon.com/images/I/512vQ5BhWXL._AC_UL320_.jpg,/Lenovo-Notebook-Intel-Pentium-schwarz/dp/B00EB1Q4KY/ref=sr_1_163?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-163
Lenovo ThinkPad T14s Gen 1 20UH - Ryzen 7 Pro 4750U / 1.7 GHz  ,"2.013,80",,https://m.media-amazon.com/images/I/51HrAS7kUNL._AC_UL320_.jpg,/Lenovo-ThinkPad-T14s-Gen-20UH/dp/B08HFJC5N6/ref=sr_1_164?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-164
LENOVO ThinkPad T15 G1 i5-10210U TS  ,"1.527,71",,https://m.media-amazon.com/images/I/214o-Cz-9OL._AC_UL320_.jpg,/Lenovo-ThinkPad-20S6000SGE-i5-10210U-256GB/dp/B08B4JPDS5/ref=sr_1_165?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-165
"Lenovo Chromebook Flex 5 13IML 13"" FHD IPS i5-10210U 8GB/128GB SSD ChromeOS  ","649,00",,https://m.media-amazon.com/images/I/51dIYeQKUQL._AC_UL320_.jpg,/Lenovo-Chromebook-13IML-i5-10210U-ChromeOS/dp/B08KJL4JTW/ref=sr_1_166?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-166
Lenovo V17-IIL 17.3 Core i3-1005G1 8GB RAM 256GB SSD Fingerprint-Reader FreeDos - 82GX008KGE iron-grey  ,"580,10",,https://m.media-amazon.com/images/I/51yiiyn9rwL._AC_UL320_.jpg,/Lenovo-V17-IIL-i3-1005G1-Fingerprint-Reader-FreeDos/dp/B08TPPTWLM/ref=sr_1_167?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-167
ThinkBook 15 AMD G2  ,"799,00",,https://m.media-amazon.com/images/I/5116aGjSkkL._AC_UL320_.jpg,/Lenovo-20VG0007GE-ThinkBook-15-AMD/dp/B08KRB53X1/ref=sr_1_168?dchild=1&qid=1629175613&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-168
"Lenovo Thinkbook 13S - Intel Core i7-8565U 1, 80GHz (Win10)  ",,,https://m.media-amazon.com/images/I/518Lwz0GHlL._AC_UL320_.jpg,/Lenovo-Thinkbook-13S-Intel-i7-8565U/dp/B07T1SCFK8/ref=sr_1_169?dchild=1&qid=1629175615&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-169
Lenovo ThinkPad P15 Gen 1 20ST - Core i7 10750H / 2.6 GHz  ,"2.139,00",,https://m.media-amazon.com/images/I/51bZvCnY-IL._AC_UL320_.jpg,/Lenovo-ThinkPad-P15-Gen-20ST/dp/B08KSGXTMD/ref=sr_1_170?dchild=1&qid=1629175615&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-170
Lenovo TP X13 YOGA G2 I7-1165G7 16GB  ,"2.006,00",,https://m.media-amazon.com/images/I/61+USaUUwVS._AC_UL320_.jpg,/Lenovo-X13-YOGA-I7-1165G7-16GB/dp/B096W1N2JK/ref=sr_1_171?dchild=1&qid=1629175615&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-171
Lenovo TP L13 Yoga G2 I7-1165G7  ,"1.278,00",,https://m.media-amazon.com/images/I/51z1A2CLjNL._AC_UL320_.jpg,/Lenovo-TP-L13-Yoga-I7-1165G7/dp/B08NCJG6J5/ref=sr_1_172?dchild=1&qid=1629175615&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-172
Lenovo ThinkPad L15 Gen 1 20U3 - Core i5 10210U / 1.6 GHz  ,"1.029,95",,https://m.media-amazon.com/images/I/217E8hq0b4L._AC_UL320_.jpg,/Lenovo-ThinkPad-L15-Gen-20U3/dp/B08B1XYKHY/ref=sr_1_173?dchild=1&qid=1629175615&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-173
"Lenovo ThinkPad L15 20U3000RGE 15"" FHD IPS i5-10210U 8GB/256GB SSD LTE Win10 Pro  ","1.077,53",,https://m.media-amazon.com/images/I/51j6J7ruyBL._AC_UL320_.jpg,/Lenovo-ThinkPad-20U3000RGE-i5-10210U-256GB/dp/B08B1XY36G/ref=sr_1_174?dchild=1&qid=1629175615&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-174
"Lenovo V15 G2 ITL - 15,6"" FHD, i5-1135G7, 8GB, 256GB SSD, Win10 Home  ","699,00",,https://m.media-amazon.com/images/I/51UdunZimoL._AC_UL320_.jpg,/Lenovo-V15-G2-ITL-i5-1135G7/dp/B0916HP4KP/ref=sr_1_175?dchild=1&qid=1629175615&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-175
"Lenovo ThinkPad X1 Fold G1 13,3"" i5-L16G7 8/512 OLED QXGA 5G W10P  ","1.904,64","2.001,04 €",https://m.media-amazon.com/images/I/51bSTIR+X8L._AC_UL320_.jpg,/Lenovo-ThinkPad-Fold-i5-L16G7-OLED/dp/B08VS5FH6B/ref=sr_1_176?dchild=1&qid=1629175615&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-176
Lenovo V17  ,"789,00",,https://m.media-amazon.com/images/I/511680XfnmL._AC_UL320_.jpg,/Lenovo-82GX0091GE-V17/dp/B08PMQV56M/ref=sr_1_177?dchild=1&qid=1629175615&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-177
Lenovo ThinkPad T490s - Intel Core i5-8265U 1.60GHz (512GB/Win10/LTE)  ,"1.548,14",,https://m.media-amazon.com/images/I/61FW5v4IC4L._AC_UL320_.jpg,/Lenovo-ThinkPad-T490s-i5-8265U-1-60GHz/dp/B07RG757NF/ref=sr_1_178?dchild=1&qid=1629175615&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-178
Lenovo ThinkPad L15 Gen 1 20U3 - Core i5 10210U / 1.6 GHz  ,"1.187,21",,https://m.media-amazon.com/images/I/511U4L8trSS._AC_UL320_.jpg,/Lenovo-ThinkPad-20U3000QGE-i5-10210U-512GB/dp/B08B1WJCRW/ref=sr_1_179?dchild=1&qid=1629175615&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-179
"Lenovo ThinkPad T480s 20L7001VGE 35.6 cm (14.0"") Notebook (Schwarz)  ","1.919,00",,https://m.media-amazon.com/images/I/614cytz1rlL._AC_UL320_.jpg,/Lenovo-ThinkPad-20L7001VGE-Notebook-schwarz/dp/B07B4TWS6Y/ref=sr_1_180?dchild=1&qid=1629175615&refinements=p_89%3ALenovo%2Cp_n_feature_fourteen_browse-bin%3A8321930031%7C8321931031%2Cp_n_condition-type%3A776949031&rnid=776942031&s=computers&sr=1-180
